Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin, GN scoring ,GN comments,CW scoring,Category_letters
cli_uki_4.1Kso_d239_m153,climate protest,UK,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,s3,0.67755,0.30176,3.9101,2021.2,6.4858,109.82,0.1268,2001.7,-7856.7,0.95278,0.94445,6.641,4.2123,0.92657,0.91841,8.2817,5.1799,0.6002,0.55577,19.324,15.549,21,8,0.91056,0.065414,0.84515,11,0,8,0,1,1,0.73322,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,s
cli_usa_1.1Ado_d072_m017,climate protest,US,1.1,Adoption over Time,Count of participants at protest events related to climate,# people (estimated),s3,235.53,0.20397,16.902,2019.2,0.018658,201.62,0.0021963,1967.6,-34030,0.5588,0.41173,82.686,39.373,0.22131,0.065567,109.85,67.084,0.2581,0.10972,107.22,66.197,13,4,2.2694,0.46929,1.8001,4,3,1,0,1,1,0.36441,0,0,m,n,y,y,y,y,m,y,m,n,n,,,,s
cli_usa_1.1Ado_d073_m019,climate protest,US,1.1,Adoption over Time,Count of protest events related to climate,# protest events,s3,30.267,0.32844,23.055,2020,0.14519,256,3.1735e-05,1974.2,-46432,0.97725,0.96966,16.59,7.2308,0.72468,0.66962,57.707,43.032,0.61523,0.53827,68.22,54.259,13,4,1.1836,0.57031,0.61328,4,2,3,1,0,1,0.77694,0,0,y,n,y,y,y,y,y,y,y,n,n,,,,s
cli_usa_1.1Ado_d240_m154,climate protest,US,1.1,Adoption over Time,cumulative Count of participants at protest events related to climate,cumulative # people (estimated),s3,3.4006,0.38546,66.658,2019.9,1.2923,711.93,4.1231e-07,1967.2,-1.3425e+05,0.98408,0.97878,38.461,19.407,0.87506,0.85007,107.76,87.013,0.66935,0.60322,175.3,152.02,13,4,1.1328,0.64268,0.49012,4,0,3,0,0,0,0.73719,0,0,y,n,y,y,y,y,y,y,y,n,n,,,,s
cli_usa_1.1Ado_d241_m155,climate protest,US,1.1,Adoption over Time,cumulative Count of protest events related to climate,cumulative # protest events,s3,1.4067,0.52418,61.445,2021.2,3.1239,967.62,1.9579e-08,1976,-1.2377e+05,0.99597,0.99463,19.01,11.45,0.95383,0.9446,64.338,48.868,0.58953,0.50743,191.84,162.25,13,4,0.94458,0.15088,0.7937,4,0,3,0,0,1,0.65653,0,0,y,n,y,y,y,y,m,y,y,n,n,,,,s
cli_usa_4.1Kso_d213_m100,climate protest,US,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s3,0.53398,0.243,4.6225,2020.3,8.2297,111.88,0.089383,1994.6,-9286.9,0.92033,0.90626,9.6468,4.8701,0.89043,0.87826,11.313,8.219,0.67079,0.63421,19.609,17.283,21,12,0.89378,0.021376,0.8724,12,0,9,0,1,1,0.78065,0,1,y,y,y,m,y,m,y,y,y,m,m,,,,s
cli_usa_4.1Kso_d239_m153,climate protest,US,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,s3,0.53398,0.243,4.6225,2020.3,8.2297,111.88,0.089383,1994.6,-9286.9,0.92033,0.90626,9.6468,4.8701,0.89043,0.87826,11.313,8.219,0.67079,0.63421,19.609,17.283,21,12,0.89378,0.021376,0.8724,12,0,9,0,1,1,0.78065,0,1,y,y,y,m,y,m,y,y,y,m,m,,,,s
coh_den_1.1Ado_d134_m007,co-housing,Denmark,1.1,Adoption over time,Number of cohousing communities,# communities,b11,0.22051,0.033741,2.6225,1984.9,19.929,101.42,1.6723,1886.7,-5160.5,0.98488,0.97731,4.8001,4.2608,0.78505,0.72364,18.096,15.686,0.91844,0.89514,11.147,9.6045,10,10,1.0846,0.0098597,1.0747,45,0,9,0,0,1,0.87616,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,b
coh_den_1.1Ado_d138_m021,co-housing,Denmark,1.1,Adoption over time,Number of housing units in cohousing communities,# residents,b11,0.21247,0.033852,58.453,1985.3,20.683,2285.2,0.12287,1718.9,-1.1503e+05,0.98448,0.97517,109.66,101.47,0.77105,0.69473,421.16,375.09,0.91189,0.88252,261.27,233.12,9,9,1.0542,0.028881,1.0253,45,0,8,0,0,1,0.85327,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,b
coh_den_4.1Kso_d213_m100,co-housing,Denmark,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b11,-633.3,-0.25292,-1.3766,2006,-0.006939,50,13.116,2007.9,2779.4,0.39236,0.28512,17.173,6.9048,0.20154,0.11282,19.685,10.513,0.14318,0.047973,20.392,11.958,21,3,2,0.26,1.74,10,9,0,0,0,1,0,0,1,m,n,y,m,m,m,m,y,m,n,n,,,,b
coh_den_4.1Kso_d239_m153,co-housing,Denmark,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b11,,,100,,,,,,-2.004e+05,,,,,,,,,1,1,0,0,2,1,,,,1,0,0,0,0,,,0,1,n,n,y,m,m,m,m,m,y,n,n,,,,b
coh_ger_1.1Ado_d141_m018,co-housing,Germany,1.1,Adoption over time,Number of projects,# projects,b11,0.20463,0.079755,9.41,1994.8,21.475,316.23,0.013744,1880.2,-18604,0.99968,-inf,1.9287,1.3164,0.96104,0.88313,21.387,19.667,0.94267,0.828,25.946,23.25,4,4,0.88859,0.02846,0.86013,31,0,3,0,0,1,0.48336,0,0,y,m,y,m,y,m,m,y,y,m,m,1,,,b
coh_ger_4.1Kso_d213_m100,co-housing,Germany,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b11,8.4602,0.081366,3.1097,2015.8,0.51943,60.75,0.69242,1968.7,-6233.1,0.56835,0.49218,21.829,13.407,0.26817,0.18686,28.423,24.248,0.32122,0.2458,27.373,22.15,21,13,1.6461,0.13169,1.5144,20,4,13,1,1,1,0.85774,0,1,m,y,y,m,m,m,y,y,y,m,m,,,,b
coh_ger_4.1Kso_d239_m153,co-housing,Germany,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b11,0.77821,0.27791,5.2206,2016.8,5.6469,110.18,0.027512,1990,-10476,0.84239,0.80602,14.005,7.0254,0.80701,0.77943,15.498,10.367,0.52561,0.45784,24.298,19.026,17,9,0.90761,0.072609,0.835,16,0,9,0,1,1,0.72215,0,1,y,y,y,m,m,m,y,y,y,m,m,,,,b
coh_glo_3.3Leg_d235_m020,co-housing,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,b11,0.27253,0.11544,1.9577,2017.1,16.125,163.27,0.52109,1974.5,-3883.9,0.93237,0.92839,10.683,6.5048,0.90593,0.90231,12.599,6.3893,0.57237,0.55592,26.862,21.259,55,45,0.9861,0.0061249,0.97998,48,4,46,0,0,1,0.92044,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
coh_swi_4.1Kso_d213_m100,co-housing,Switzerland,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b11,0.041953,0.041932,0.3,2188.8,104.75,11208,10.708,2023.1,-596.63,0.0057693,-0.16968,24.109,13.493,0.0057701,-0.1047,24.109,13.495,0.0056446,-0.10484,24.111,13.529,21,2,0.0089225,0.0052642,0.0036582,13,12,0,0,0,1,0,0,1,n,m,m,m,m,m,m,m,m,n,m,,,,b
coh_swi_4.1Kso_d239_m153,co-housing,Switzerland,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b11,20.649,,8.3333,2011.1,0.21281,1111.6,,,-16717,1,1,1.1763e-06,4.304e-07,,,,,0.33333,0.066667,27.003,20.833,8,1,0.089961,0.089961,0,1,0,0,0,0,,,0,1,y,n,y,m,m,m,m,m,y,n,n,,,,b
coh_usa_1.1Ado_d142_m021,co-housing,US,1.1,Adoption over time,Number of residents living in cohousing communities,# residents,b11,0.47637,0.21446,213.23,1996.4,9.2249,3414.8,2.1402e-05,1912.4,-4.2394e+05,0.99947,0.99907,23.805,21.643,0.96347,0.94886,197.86,179.86,0.89095,0.84734,341.85,309.88,8,8,0.85099,0.015521,0.83547,15,0,7,0,0,1,0.70294,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
coh_usa_4.1Kso_d213_m100,co-housing,US,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b11,-0.33502,-0.18979,-4.687,2006.7,-13.117,148.14,48.198,2008.5,9469.7,0.97488,0.97045,5.1376,4.3268,0.96038,0.95597,6.453,4.7975,0.76644,0.74048,15.667,13.556,21,20,0.67502,0.014553,0.66046,21,20,4,0,1,1,0.86068,0,1,y,y,y,m,m,m,y,y,y,m,m,,,,b
coh_usa_4.1Kso_d239_m153,co-housing,US,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b11,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,0,0,0,0,,,0,1,n,n,y,m,m,m,m,m,m,n,n,,,,b
coh_vau_1.1Ado_d137_m009,co-housing,Canton de Vaud (Switzerland),1.1,Adoption over time,Number of housing cooperatives in Canton de Vaud (Switzerland),# cooperatives,b11,0.045173,0.028481,1.2003,2000.2,97.281,198.97,4.7043,1895.6,-2308.5,0.98344,0.97722,5.6478,4.5254,0.97105,0.96461,7.4671,6.7865,0.89851,0.87596,13.98,10.883,12,12,0.69859,0.0050258,0.69356,112,0,11,0,0,1,0.75851,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,b
cro_ber_1.1Ado_d059_m126,car ownership,Berlin,1.1,Adaption over time,"Berlin Car density: 
2008-2024","cars per 1,000 inhabitants",b5,0.46191,0.0019583,0.65735,2002,9.5137,334.89,79.734,1288.1,-993.56,0.57391,0.47558,4.627,3.8783,0.20393,0.090208,6.3244,5.2346,0.2064,0.093033,6.3146,5.2253,17,17,1.0197,0.94687,0.072859,17,12,15,1,0,0,0.94371,0,0,m,y,y,y,y,y,y,m,m,m,m,2,,,b
cro_ber_4.1Kso_d213_m100,car ownership,Berlin,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b5,181.87,0.20584,1.8826,2021.2,0.024162,52.773,6.2492,2014.6,-3781.5,0.54289,0.46222,15.851,6.9325,0.29096,0.21217,19.741,11.95,0.23644,0.15159,20.486,13.69,21,5,1.8949,0.2219,1.673,11,2,0,1,0,1,0.38198,0,1,m,m,y,m,m,m,m,y,m,m,m,,,,b
cro_ber_4.1Kso_d239_m153,car ownership,Berlin,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b5,15.238,8.038,1.8669,2022.1,0.28838,520.33,0.0025667,2020.7,-3750.1,0.86941,0.84329,8.3399,2.6912,0.86941,0.85308,8.3399,2.6928,0.19632,0.095855,20.689,13.14,19,3,0.19219,0.043975,0.14821,9,0,8,0,0,1,0,0,1,y,n,y,m,m,m,m,m,m,n,n,,,,b
cro_glo_3.3Leg_d235_m020,car ownership,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,b5,0.24766,0.039326,0.29062,2020.9,17.744,36.793,-3.7042,4342.6,-576.82,0.91648,0.91157,1.8905,1.0692,-0.29374,-0.3435,7.4407,3.5455,0.49737,0.47803,4.6378,3.463,55,28,0.67947,0.027179,0.65229,33,3,32,0,0,1,0.83514,0,1,y,y,y,m,y,m,y,y,y,m,m,,,,b
cro_ham_1.1Ado_d108_m126,car ownership,Hamburg,1.1,Adaption over time,Hamburg Car density 2008-2024,"cars per 1,000 inhabitants",b5,-0.011421,0.0046092,1.9703,4384,-384.77,423.11,40.81,1508.7,-3549.1,-6.2637e-12,-0.23077,11.627,9.2644,0.68223,0.63684,6.554,5.7013,0.68928,0.64489,6.4809,5.5996,17,17,1.0376,0.94892,0.088629,17,2,15,1,0,0,0.94355,0,0,n,y,y,y,y,y,y,m,y,n,y,2,,,b
cro_ham_4.1Kso_d213_m100,car ownership,Hamburg,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b5,86.301,0.03302,0.29988,2014.2,0.05092,11.309,9.3806,2031,-598.58,0.070059,-0.094048,20.578,8.6164,0.0043374,-0.10629,21.293,9.6077,0.0072415,-0.10307,21.262,9.4306,21,2,8.8425,1.1576,7.6849,10,9,0,0,0,1,0,0,1,n,n,m,m,m,m,m,y,m,n,n,,,,b
cro_ham_4.1Kso_d239_m153,car ownership,Hamburg,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b5,15.744,,3.8462,2015.1,0.27912,578.52,,,-7720.5,1,1,5.0813e-06,1.5489e-06,,,,,0.23077,0.059829,24.241,16.453,12,1,0.17285,0.17285,0,1,0,0,0,0,,,0,1,y,n,m,m,m,m,m,m,m,n,n,,,,b
cro_hei_1.1Ado_d109_m127,car ownership,Heidelberg,1.1,Adaption over time,Heidelberg Car density 1993-2024,cars per 1000 inhabitants,b5,-0.0063914,-0.0063893,-2.5196,755.23,-687.56,1.2051e+06,706.32,1919.5,5461.3,0.71221,0.679,14.224,12.267,0.71221,0.69089,14.224,12.267,0.70349,0.68152,14.438,12.341,30,30,0.00036096,0.00030702,5.3936e-05,32,28,7,0,1,0,0.96526,0,0,y,y,y,y,y,y,y,m,y,m,y,1,,,b
crs_ger_1.1Ado_d233_m012,car sharing,Germany,1.1,Adoption over time,registered drivers,# drivers,m9,0.21557,0.19421,1.5336e+05,2030.2,20.385,2.553e+07,8.8746e-11,1825,-3.0727e+08,0.98588,0.98412,1.75e+05,1.2482e+05,0.98533,0.98416,1.784e+05,1.3187e+05,0.70735,0.68394,7.9681e+05,6.2992e+05,28,28,0.21567,0.00074421,0.21492,28,0,27,0,0,0,0.8164,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,m
crs_ger_2.5Var_d216_m012,car sharing,Germany,2.5,Choice availability,free-floating cars - registered drivers,# drivers,m9,0.21399,0.21398,3.2369e+05,2073.4,20.536,1.7161e+11,5.6795e-12,1831.5,-6.5158e+08,0.96965,0.95953,2.2165e+05,1.8919e+05,0.96965,0.96358,2.2165e+05,1.8919e+05,0.90616,0.88739,3.8976e+05,2.8775e+05,13,13,2.6254e-05,2.156e-07,2.6039e-05,13,0,12,0,0,1,0.79141,0,0,y,y,y,y,y,y,y,m,y,m,y,1,,,m
crs_ger_2.5Var_d217_m025,car sharing,Germany,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,m9,0.1774,0.1774,1598.6,2091.5,24.771,3.8029e+09,1.5536e-07,1878.8,-3.2156e+06,0.95201,0.93601,1424.3,1309.1,0.95201,0.94241,1424.2,1309.1,0.84641,0.81569,2547.9,1923.9,13,13,6.9289e-06,3.4184e-07,6.5871e-06,13,0,12,0,0,1,0.7929,0,0,y,y,y,y,y,y,y,m,y,m,y,1,,,m
crs_ger_2.5Var_d218_m092,car sharing,Germany,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,m9,2.3639,0.11309,0.025934,2012.2,1.859,0.47376,2.3684,2034.8,-51.933,0.96928,0.96544,0.040667,0.023258,0.80496,0.78935,0.10247,0.084869,0.81521,0.80043,0.099738,0.080944,28,13,1.2902,0.38648,0.90368,13,0,12,0,0,1,0.91266,1,1,y,y,y,y,y,y,y,y,y,y,y,1,,,m
crs_ger_2.5Var_d237_m012,car sharing,Germany,2.5,Choice availability,station-based or combined - registered drivers,# drivers,m9,0.1802,0.12298,34099,2022.1,24.387,1.6793e+06,1.2683e-06,1800.9,-6.8249e+07,0.99698,0.9966,16241,11892,0.98846,0.98754,31729,26770,0.86946,0.85901,1.0673e+05,94183,28,28,0.59575,0.011314,0.58443,28,0,27,0,0,0,0.89494,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,m
crs_ger_2.5Var_d238_m025,car sharing,Germany,2.5,Choice availability,station-based or combined - registered vehicles,# vehicles,m9,0.13982,0.092324,574.33,2021.1,31.428,27468,0.00037292,1832.6,-1.1482e+06,0.99519,0.99459,334.41,282.16,0.98509,0.9839,588.97,511.95,0.92514,0.91915,1319.7,1138.2,28,28,0.61017,0.040047,0.57013,28,0,27,0,0,0,0.91945,0,0,y,y,y,y,y,y,y,y,y,y,y,1,,,m
crs_ger_2.9Int_d236_m025,car sharing,Germany,2.9,Interdependence with Hardware,shared vehicles,# vehicles,m9,0.14721,0.13432,1286,2034.2,29.852,2.232e+05,8.1127e-06,1857.6,-2.5741e+06,0.98412,0.98214,1444.1,1158.1,0.9837,0.98239,1463.4,1165.7,0.82147,0.80718,4842.6,3952.2,28,28,0.19314,0.0049283,0.18821,28,0,27,0,0,0,0.85959,0,0,y,y,y,y,y,y,y,m,y,m,y,1,,,m
crs_ger_3.5Mar_d074_m128,car sharing,Germany,3.5,Market Formation,CumulativeStartups,cum. # companies,m9,0.23975,0.10589,0.51225,2015.7,18.329,27.299,9.7867,2014.2,-1019.8,0.98962,0.98886,0.78556,0.55153,0.95741,0.95538,1.5911,1.1577,0.74459,0.73243,3.8963,3.4729,45,28,0.84252,0.036631,0.80589,28,2,27,0,0,0,0.92947,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
crs_ger_3.5Mar_d126_m008,car sharing,Germany,3.5,Market Formation,NewStartups,# companies,m9,1291.7,0.054056,0.035705,2007.2,0.003402,1.2353,0.22507,1989.7,-70.97,0.31353,0.2633,0.83078,0.42614,0.18429,0.14545,0.90561,0.59713,0.21386,0.17643,0.88905,0.57887,45,13,4.0476,0.80952,3.2381,26,6,25,1,0,1,0.40351,0,1,m,y,y,m,m,m,m,y,m,m,m,,,,m
crs_ger_3.5Mar_d171_m011,car sharing,Germany,3.5,Market Formation,PrivateEquityDeals,# deals,m9,0.62565,0.007646,0.070224,2014.7,7.0239,3.1875,1553.7,1.576e+05,-139.88,0.71447,0.69357,0.73545,0.34652,-0.26694,-0.32728,1.5492,0.71111,0.43908,0.41237,1.0308,0.80585,45,12,1.5686,0.31372,1.2549,13,2,12,1,0,1,0.82407,0,1,y,y,y,m,y,m,y,y,y,m,m,,,,m
crs_ger_3.5Mar_d175_m027,car sharing,Germany,3.5,Market Formation,PrivateEquityInvestment,$ million,m9,2.9426,0.16696,1.4549,2019.5,1.4934,108.35,2.4318,2001.5,-2899.8,0.66154,0.63677,23.223,6.3209,0.43417,0.40722,30.026,12.79,0.22406,0.18711,35.162,21.702,45,10,1.9906,0.022677,1.968,12,2,8,1,1,1,0.70249,0,0,m,y,y,m,y,m,y,y,m,m,m,,,,m
crs_ger_3.5Mar_d200_m027,car sharing,Germany,3.5,Market Formation,TotalFundraisingAmount,$ million,m9,38.085,0.18962,9.2407,2020.1,0.11538,824.44,5.2289e-05,1937.3,-18420,0.46344,0.42418,250.29,68.825,0.26397,0.22892,293.15,95.273,0.12336,0.081614,319.92,142.01,45,12,2.7343,0.0014463,2.7329,13,3,7,1,1,1,0.18926,0,0,m,y,y,m,m,m,m,y,m,m,m,,,,m
crs_ger_3.5Mar_d204_m011,car sharing,Germany,3.5,Market Formation,TotalFundraisingDeals,# deals,m9,0.82349,0.012735,0.12398,2015.6,5.3364,5.9552,1552.6,1.577e+05,-246.89,0.79481,0.7798,1.0626,0.533,-0.31237,-0.37486,2.6874,1.3111,0.4711,0.44591,1.7061,1.2644,45,17,1.6792,0.16792,1.5113,39,3,38,0,0,1,0.82769,0,1,y,y,y,m,m,m,y,y,y,m,m,,,,m
crs_ger_3.5Mar_d242_m156,car sharing,Germany,3.5,Market Formation,cumulative CumulativeStartups,cumulative cum. # companies,m9,0.18789,0.13796,4.3711,2023.9,23.388,512.33,0.0587,1962.8,-8705.6,0.99955,0.99952,1.4778,1.1491,0.99504,0.9948,4.9191,3.9433,0.66069,0.64453,40.683,33.7,45,28,0.50358,0.0019519,0.50163,28,0,27,0,0,1,0.88686,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,m
crs_ger_3.5Mar_d243_m157,car sharing,Germany,3.5,Market Formation,Partial up to max CumulativeStartups,Partial up to max cum. # companies,m9,0.21963,0.045461,0.4698,2016.8,20.009,30.621,1546,1.5836e+05,-935.13,0.98772,0.98678,0.76522,0.5195,-0.50966,-0.58514,8.4853,4.9302,0.71267,0.69831,3.7018,3.1975,43,26,0.75112,0.032657,0.71846,26,0,25,0,0,0,0.90536,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
crs_ger_3.5Mar_d244_m158,car sharing,Germany,3.5,Market Formation,cumulative NewStartups,cumulative # companies,m9,0.23975,0.10589,0.51225,2015.7,18.329,27.299,9.7867,2014.2,-1019.8,0.98962,0.98886,0.78556,0.55153,0.95741,0.95538,1.5911,1.1577,0.74459,0.73243,3.8963,3.4729,45,28,0.84252,0.036631,0.80589,28,2,27,0,0,0,0.92947,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
crs_ger_3.5Mar_d245_m159,car sharing,Germany,3.5,Market Formation,Partial up to max NewStartups,Partial up to max # companies,m9,0.64357,0.64295,0.049787,2033,6.8283,2.5645e+05,6.2872,2016.5,-99.041,0.61358,0.57845,0.62231,0.27558,0.61358,0.59085,0.62231,0.27563,0.28195,0.23972,0.8483,0.58837,37,8,1.9497e-05,3.8994e-06,1.5597e-05,20,0,19,0,0,1,0.29545,0,1,m,y,y,m,m,m,m,m,m,m,m,,,,m
crs_ger_3.5Mar_d246_m160,car sharing,Germany,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,m9,0.42255,0.18846,0.49513,2019.4,10.4,37.997,11.729,2017.8,-986.73,0.99751,0.99733,0.45551,0.24898,0.9678,0.96626,1.6393,1.0256,0.49549,0.47146,6.4886,5.1961,45,14,0.84216,0.026318,0.81584,14,1,13,0,0,0,0.87883,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
crs_ger_3.5Mar_d247_m161,car sharing,Germany,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,m9,0.33675,0.0079229,0.072766,2019.1,13.05,7.6179,1553.6,1.576e+05,-144.95,0.89321,0.88477,0.4335,0.21491,-0.21778,-0.28023,1.4639,0.61905,0.44208,0.41347,0.99083,0.78035,42,10,0.65635,0.13127,0.52508,11,0,10,0,0,1,0.72222,0,1,y,y,y,m,y,m,y,y,y,m,m,,,,m
crs_ger_3.5Mar_d248_m162,car sharing,Germany,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,m9,1.2319,0.32405,5.9957,2020.8,3.5672,599.02,0.00017084,1977.1,-11953,0.9971,0.99689,7.6783,3.6694,0.93933,0.93644,35.111,17.149,0.29838,0.26497,119.4,83.335,45,13,0.96515,0.0045142,0.96064,13,1,12,0,0,1,0.79882,0,0,y,y,y,y,y,y,y,y,m,y,m,,,,m
crs_ger_3.5Mar_d249_m163,car sharing,Germany,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,m9,1.0466,1.0466,1.1129,2032.3,4.1988,3.0469e+07,0.21885,2014.4,-2218.1,0.99672,0.99646,1.9758,0.74452,0.99672,0.99655,1.9758,0.74451,0.15294,0.1095,31.747,15.66,42,8,7.079e-06,8.0643e-08,6.9984e-06,10,0,6,0,1,1,0.34108,0,0,y,y,y,m,m,m,m,m,m,m,m,,,,m
crs_ger_3.5Mar_d250_m162,car sharing,Germany,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,m9,3.3991,0.34025,34.559,2020.6,1.2928,3201.2,1.3374e-07,1953,-68902,0.98989,0.98915,87.06,29.576,0.90138,0.89668,271.95,120.88,0.26863,0.2338,740.57,517.33,45,13,1.127,0.00084471,1.1261,13,0,12,0,0,1,0.75195,0,0,y,y,y,m,y,m,y,y,m,m,m,,,,m
crs_ger_3.5Mar_d251_m163,car sharing,Germany,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,m9,3.3272,3.3268,8.4007,2023.5,1.3208,1.0174e+07,1.5991e-21,2004.3,-16745,0.99523,0.99485,23.725,5.7856,0.99523,0.99498,23.724,5.786,0.087889,0.041114,328.03,133.94,42,9,0.00022157,1.1719e-07,0.00022145,10,0,4,0,1,1,0.03599,0,0,y,y,y,m,m,m,m,m,m,m,m,,,,m
crs_ger_3.5Mar_d252_m160,car sharing,Germany,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,m9,0.3087,0.17493,0.89499,2020.9,14.235,84.934,5.1026,2009.3,-1782.5,0.99318,0.99268,1.3097,1.1316,0.98215,0.9813,2.1191,1.4207,0.53697,0.51492,10.794,8.5882,45,39,0.69466,0.011774,0.68288,39,0,38,0,0,0,0.87454,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
crs_ger_3.5Mar_d253_m161,car sharing,Germany,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,m9,0.30712,0.012404,0.11993,2021.3,14.309,18.901,1552.7,1.5769e+05,-238.82,0.90258,0.89489,0.69729,0.36683,-0.24035,-0.30395,2.4881,1.0952,0.42336,0.39379,1.6965,1.2078,42,14,0.52908,0.052908,0.47617,36,0,35,0,0,1,0.68077,0,1,y,y,y,m,m,m,m,y,y,m,m,,,,m
crs_ger_4.1Kso_d213_m100,car sharing,Germany,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m9,21.646,0.12514,3.5117,2016.9,0.20302,58.071,0.69551,1988,-7051.1,0.77386,0.73395,14.922,7.5331,0.39756,0.33062,24.355,17.743,0.45924,0.39916,23.075,16.656,21,8,1.722,0.52183,1.2002,8,6,3,1,1,1,0.83842,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,m
crs_ger_4.1Kso_d239_m153,car sharing,Germany,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,m9,20.595,1.0466,3.4988,2017,0.21337,100,1.2016,2013.8,-7026.2,1,1,2.5649e-08,6.9038e-09,0.97198,0.96731,4.4788,2.146,0.31916,0.20568,22.078,16.024,15,2,1,0.46609,0.53391,2,0,1,0,0,1,0.38291,0,1,y,n,y,y,y,y,m,y,y,n,n,,,,m
crs_ger_4.2Kme_d001_m132,car sharing,Germany,4.2,Knowledge Flows (mass media),"""car sharing"" mention in books",index (2022=100),m9,0.20878,0.12447,4.1051,2018.2,21.049,155.13,0.17914,1970.1,-8213.7,0.97131,0.9674,5.6147,5.1835,0.95503,0.95112,7.03,5.9975,0.86257,0.85062,12.29,10.506,26,26,0.64463,0.0036045,0.64103,26,0,25,0,0,1,0.91067,0,1,y,y,y,y,y,y,y,y,y,y,y,1,,,m
