Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,n_data_points,n_non_zero_data_points,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae, GN scoring ,GN comments,CW scoring,page,Code,Criterion,Counts,
dri_usa_3.2Adc_d12_m50,drivers license,US,3.2,Adopter characteristics,% of age cohort 18 yrs in 1988 holding a drivers licence,% of 18yr olds in 1988,b9,6,6,-2.0789,0.0069052,0.0062562,2160.4,-2.1139,0.88083,5.2017,2266.9,-11.689,-1.27E-10,-1.5,0.11235,0.083275,0.46723,0.11205,0.082009,0.063242,0.49239,0.15399,0.080049,0.062662, 1 ,,,71,dri_usa_3.2Adc_d12_m50,,,
dri_usa_3.2Adc_d13_m51,drivers license,US,3.2,Adopter characteristics,% of age cohort 18 yrs in 2008 holding a drivers licence,% of 18yr olds in 2008,b9,4,4,0.085348,0.0026862,0.018764,2003.5,51.489,1.0993,1555.2,1.58E+05,-37.023,0.98934,#NAME?,0.010627,0.0085054,-64.898,-196.69,0.83543,0.82907,0.98694,0.96083,0.01176,0.0096661, 1 ,3 pts,,72,dri_usa_3.2Adc_d13_m51,,,
dri_usa_3.2Adc_d14_m52,drivers license,US,3.2,Adopter characteristics,% of age cohort 18 yrs in 2019 holding a drivers licence,% of 18yr olds in 2019,b9,3,3,0.33682,0.005666,0.050773,2016.7,13.047,0.89938,1554.1,1.58E+05,-101.89,1,1,1.75E-13,1.74E-13,-117.39,#NAME?,0.69071,0.68779,0.99516,#NAME?,0.0044184,0.0040907, 1 ,,,73,dri_usa_3.2Adc_d14_m52,,,
dri_usa_3.2Adc_d32_m41,drivers license,US,3.2,Adopter characteristics,"% of population holding a drivers licence, by age group",% of 16yr olds,b9,8,8,-0.064247,-0.014538,-0.0054538,2020.3,-68.399,0.50182,2.9568,1855.2,11.278,0.96405,0.93709,0.017743,0.012073,0.9016,0.86224,0.029354,0.021859,0.93324,0.90654,0.024179,0.016733, 1 ,,,74,dri_usa_3.2Adc_d32_m41,,,
dri_usa_3.2Adc_d32_m42,drivers license,US,3.2,Adopter characteristics,"% of population holding a drivers licence, by age group",% of 17yr olds,b9,8,8,-0.0092329,-0.0092314,-0.0048884,1053.9,-475.96,3347.5,5.4514,1749.2,10.321,0.62644,0.34627,0.063041,0.04138,0.62644,0.47702,0.063041,0.04138,0.61712,0.46397,0.063822,0.042372, 1 ,,,75,dri_usa_3.2Adc_d32_m42,,,
dri_usa_3.2Adc_d32_m48,drivers license,US,3.2,Adopter characteristics,"% of population holding a drivers licence, by age group",% of 18yr olds,b9,8,8,-0.0063155,-0.006307,-0.0042911,953.34,-695.82,507.98,0.1967,2197.4,9.2692,0.70609,0.48566,0.045922,0.032019,0.70609,0.58853,0.045922,0.032018,0.7051,0.58714,0.046,0.032109, 1 ,,,76,dri_usa_3.2Adc_d32_m48,,,
dri_usa_3.2Adc_d32_m53,drivers license,US,3.2,Adopter characteristics,"% of population holding a drivers licence, by age group",% of 19yr olds,b9,8,8,-0.010012,-0.0050108,-0.0038449,2000.3,-438.94,1.5406,0.89527,1969.6,8.4612,0.88364,0.79638,0.023124,0.017243,0.88313,0.83639,0.023175,0.018139,0.88384,0.83737,0.023105,0.01725, 1 ,,,77,dri_usa_3.2Adc_d32_m53,,,
dri_usa_3.2Adc_d32_m54,drivers license,US,3.2,Adopter characteristics,"% of population holding a drivers licence, by age group",% of 20-24 yr olds,b9,8,8,-0.0083771,-0.0038488,-0.0032878,2020,-524.58,1.5833,0.29216,2279.2,7.4332,0.9621,0.93367,0.010817,0.0098363,0.96158,0.94622,0.01089,0.0096286,0.96213,0.94698,0.010813,0.0097805, 1 ,,,78,dri_usa_3.2Adc_d32_m54,,,
dri_usa_3.2Adc_d32_m55,drivers license,US,3.2,Adopter characteristics,"% of population holding a drivers licence, by age group",% of 25-29 yr olds,b9,8,8,-0.0033617,-0.0033574,-0.0030565,16.6,-1307.2,722.31,0.37602,2265.6,7.0316,0.80958,0.66677,0.024635,0.022763,0.80959,0.73343,0.024635,0.022763,0.80534,0.72748,0.024908,0.022991, 1 ,,,79,dri_usa_3.2Adc_d32_m55,,,
dri_usa_3.2Adc_d32_m56,drivers license,US,3.2,Adopter characteristics,"% of population holding a drivers licence, by age group",% of <=19 yr olds,b9,8,8,-0.075902,0.00033889,-0.0063917,2024.5,-57.896,0.67677,1555.5,1.57E+05,13.326,0.59835,0.29712,0.092151,0.083982,-13.3,-19.019,0.54985,0.53027,0.5309,0.34326,0.09959,0.090787, 1 ,,,80,dri_usa_3.2Adc_d32_m56,,,
dri_usa_3.2Adc_d33_m64,drivers license,US,3.2,Adopter characteristics,"% of population holding a drivers licence, by gender",% of female population,b9,60,60,0.088026,0.0013376,0.0043526,1956.3,49.922,0.86957,1555.3,1.57E+05,-7.8775,0.99121,0.99073,0.0080218,0.0063718,-86.392,-89.459,0.79967,0.79508,0.77652,0.76868,0.040438,0.03566, 1 ,,,81,dri_usa_3.2Adc_d33_m64,,,
dri_usa_3.2Adc_d33_m69,drivers license,US,3.2,Adopter characteristics,"% of population holding a drivers licence, by gender",% of male population,b9,60,60,-0.01826,0.00073866,-0.001779,2111.9,-240.66,1.0557,1555.5,1.57E+05,4.4893,0.91468,0.91011,0.0094831,0.0075252,-846.62,-876.37,0.94522,0.94466,0.90049,0.897,0.010242,0.0078867, 1 ,,,82,dri_usa_3.2Adc_d33_m69,,,
dri_usa_4.2Kme_d144_m14,drivers license,US,4.2,Knowledge Flows (Mass Media),"Number of times ""Drivers license"" appears in books",# mentions,b9,60,60,-0.016489,0.0053216,1.15E-10,2054.3,-266.52,8.20E-09,0.00284,10704,-2.21E-07,-0.25052,-0.31751,3.14E-09,2.31E-09,-5.6728,-5.9069,7.26E-09,6.69E-09,0.5046,0.48721,1.98E-09,1.62E-09, 2 ,,,83,dri_usa_4.2Kme_d144_m14,,,
dri_usa_4.3Com_d207_m121,drivers license,US,4.3,Compatibility,Vehicle Miles of Travel (VMT),billions,b9,74,74,0.061538,0.021592,43977,1983.1,71.41,3.58E+06,72.209,1518.7,-8.54E+07,0.99232,0.99199,83262,60841,0.91945,0.91718,2.70E+05,2.26E+05,0.97795,0.97733,1.41E+05,1.13E+05, 1 ,,,84,dri_usa_4.3Com_d207_m121,,,
dri_usa_4.5Inf_d195_m140,drivers license,US,4.5,Infrastructure Dependence,Total public road mileage,million miles,b9,74,74,0.028897,0.0028307,10974,1906.2,152.07,4.29E+06,5876.3,-303.82,-1.79E+07,0.95943,0.95769,49027,42657,0.91838,0.91608,69538,55072,0.92738,0.92534,65590,52791, 1 ,,,85,dri_usa_4.5Inf_d195_m140,,,
dri_was_1.1Ado_d30_m71,drivers license,Washington DC,1.1,Adoption over time,% of population (residents) holding a drivers licence,% of population,b9,74,74,0.021512,0.0084288,0.0047707,1967.4,204.28,0.9463,0.60916,1997.5,-8.9128,0.86167,0.85574,0.040849,0.033401,0.85108,0.84689,0.042383,0.03442,0.86085,0.85693,0.040971,0.033156, 1 ,,,86,dri_was_1.1Ado_d30_m71,,,
dri_was_3.2Adc_d32_m54,drivers license,Washington DC,3.2,Adopter characteristics,"% of population holding a drivers licence, by age group",% of 20-24 yr olds,b9,5,5,-0.051167,-0.00121,-0.023009,1760.2,-85.884,1.56E+05,-1544.4,-1.53E+05,46.743,0.98882,0.95526,0.022825,0.021204,-3.7241,-8.4481,0.46909,0.41649,0.94381,0.88763,0.051158,0.042152, 1 ,,,87,dri_was_3.2Adc_d32_m54,,,
dri_was_3.2Adc_d32_m56,drivers license,Washington DC,3.2,Adopter characteristics,"% of population holding a drivers licence, by age group",% of <=19 yr olds,b9,5,5,-0.14227,-0.053496,-0.012033,1910.8,-30.888,79346,-1544.9,-1.53E+05,24.32,0.9963,0.98519,0.0072609,0.0060476,-0.59679,-2.1936,0.15078,0.092178,0.84453,0.68906,0.047048,0.034591, 1 ,how negative?,,88,dri_was_3.2Adc_d32_m56,,,
dri_was_3.2Adc_d33_m64,drivers license,Washington DC,3.2,Adopter characteristics,"% of population holding a drivers licence, by gender",% of female population,b9,5,5,0.011993,0.011992,0.0092807,2824.5,366.42,13893,0.12661,1856.8,-17.853,0.79296,0.17183,0.043915,0.040946,0.79296,0.58592,0.043915,0.040946,0.76787,0.53575,0.046499,0.042484, 1 ,,,89,dri_was_3.2Adc_d33_m64,,,
dri_was_3.2Adc_d33_m69,drivers license,Washington DC,3.2,Adopter characteristics,"% of population holding a drivers licence, by gender",% of male population,b9,5,5,0.0036752,0.0036734,0.0032036,4070.6,1195.7,1749.1,3.3454,2367.8,-5.5396,0.26003,-1.9599,0.050012,0.040584,0.26003,-0.47993,0.050011,0.040583,0.25214,-0.49572,0.050278,0.040739, 1 ,,,90,dri_was_3.2Adc_d33_m69,,,
eat_ger_1.1Ado_d218_m136,Eating less meat,Germany,1.1,Adoption over time,per capita beef consumption,Kg/yr,b1,52,52,-0.016673,-0.015487,-0.27021,1836.8,-263.57,262.84,29.297,1961.8,557.07,0.77941,0.76562,2.1865,1.8671,0.77934,0.77034,2.1868,1.8675,0.75887,0.74903,2.286,1.9144, 2 ,,,91,eat_ger_1.1Ado_d218_m136,,,
eat_ger_1.1Ado_d219_m136,Eating less meat,Germany,1.1,Adoption over time,per capita other meat consumption,kg/yr,b1,52,52,0.076638,0.0119,0.02374,1976.7,57.34,2.3141,2.077,2010.8,-45.618,0.22412,0.17563,0.73971,0.52228,0.15947,0.12517,0.76991,0.52207,0.18001,0.14654,0.76044,0.50662, 4 ,,"reversal, fit to partial",92,eat_ger_1.1Ado_d219_m136,,,
eat_ger_1.1Ado_d220_m136,Eating less meat,Germany,1.1,Adoption over time,per capita pig consumption,Kg/yr,b1,52,52,-0.15752,-0.0026266,-0.15112,2027.8,-27.897,56.516,95.866,1779.2,355.92,0.44762,0.4131,3.9354,3.0242,0.17336,0.13962,4.8143,3.7923,0.18348,0.15015,4.7847,3.7803, 2 ,,,93,eat_ger_1.1Ado_d220_m136,,,
eat_ger_1.1Ado_d221_m136,Eating less meat,Germany,1.1,Adoption over time,per capita poultry consumption,kg/yr,b1,52,52,0.029422,0.017508,0.22725,2012.5,149.36,33.807,8.2314,1971.5,-440.53,0.96295,0.96064,0.67096,0.53752,0.95683,0.95506,0.72434,0.54523,0.95726,0.95551,0.72073,0.60202, 1 ,,,94,eat_ger_1.1Ado_d221_m136,,,
eat_ger_1.1Ado_d222_m136,Eating less meat,Germany,1.1,Adoption over time,per capita sheep & goat consumption,Kg/yr,b1,52,52,0.34939,0.003806,0.0036171,1971.6,12.578,0.90247,0.41448,1808.1,-6.3711,0.71443,0.69658,0.080964,0.065322,0.11439,0.07824,0.14258,0.11498,0.12839,0.092813,0.14145,0.11522, 1 ,,,95,eat_ger_1.1Ado_d222_m136,,,
eat_ger_1.1Ado_d223_m136,Eating less meat,Germany,1.1,Adoption over time,per capita total meat consumption,kg/yr,b1,52,52,-27.046,-0.0018464,-0.16673,2029.1,-0.16248,87.779,149.99,1705.1,420.48,-2.50E-10,-0.0625,5.8071,4.5999,0.18051,0.14707,5.2569,4.273,0.18567,0.15243,5.2404,4.2576, 2 ,,,96,eat_ger_1.1Ado_d223_m136,,,
eat_ger_1.1Ado_d37_m37,Eating less meat,Germany,1.1,Adoption over time,% poultry+pig in total meat consumption,% kg/yr,b1,52,52,0.053938,0.0030404,0.0023733,1941.1,81.472,0.82092,0.13351,1420.6,-3.9684,0.88332,0.87602,0.013738,0.010647,0.77124,0.7619,0.019236,0.015408,0.78436,0.77556,0.018676,0.014878, 1 ,,,97,eat_ger_1.1Ado_d37_m37,,,
eat_ger_1.1Ado_d38_m37,Eating less meat,Germany,1.1,Adoption over time,% red in total meat consumption,% kg/yr,b1,52,52,-0.010721,0.00075227,-0.0023733,1031.8,-409.88,7039.4,1555.1,1.57E+05,4.9684,0.82404,0.81304,0.016871,0.013012,-33.426,-34.831,0.23598,0.23252,0.78436,0.77556,0.018676,0.014878, 1 ,,,98,eat_ger_1.1Ado_d38_m37,,,
eat_ger_2.4Eas_d206_m100,Eating less meat,Germany,2.4,Ease of Use,Vegetable consumption per capita,Kg/year,b1,52,52,0.020219,0.020219,1.7021,2567.5,217.34,9.25E+06,5.1849,1855.6,-3304.4,0.84701,0.83745,11.328,7.7712,0.84701,0.84076,11.328,7.7712,0.778,0.76894,13.646,9.8744, 1 ,,,99,eat_ger_2.4Eas_d206_m100,,,
eat_ger_4.5Inf_d121_m100,Eating less meat,Germany,4.5,Physical Infrastructure Dependence,Meat supply/person,Kg/year,b1,52,52,-27.964,-0.0018463,-0.16671,2029.1,-0.15715,87.779,149.59,1706.6,420.45,-2.11E-11,-0.0625,5.8058,4.599,0.18057,0.14712,5.2555,4.2722,0.18573,0.15249,5.239,4.2568, 2 ,,,100,eat_ger_4.5Inf_d121_m100,,,
eat_glo_3.3Leg_d230_m21,eating less meat,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,b1,34375,26325,0.11451,0.07563,80.6,2019.9,38.376,7955.4,0.027319,1863,-1.60E+05,0.11376,0.11369,3983.7,1629.7,0.11262,0.11256,3986.3,1673.2,0.09142,0.091367,4033.7,1851.6, 1 ,mulitple series here,corrected,101,eat_glo_3.3Leg_d230_m21,,,
eat_glo_3.5Mar_d129_m8,eating less meat,Global,3.5,Market Formation,NewStartups (meat substitutes),# companies,b1,45,31,1.2908,0.088697,0.62543,2015.5,3.4044,30.511,10.216,2011.5,-1244.9,0.64767,0.62189,8.0005,4.1762,0.43768,0.41091,10.107,5.7453,0.36316,0.33283,10.756,7.4918, 4 ,,convert to cum,102,eat_glo_3.5Mar_d129_m8,,,
eat_glo_3.5Mar_d168_m11,eating less meat,Global,3.5,Market Formation,PrivateEquityDeals (meat substitutes),# deals,b1,45,15,1.3432,0.15691,1.2393,2018.3,3.2717,77.139,3.7386,2004.1,-2469.8,0.80213,0.78765,12.105,4.2163,0.62766,0.60993,16.605,7.8075,0.34979,0.31883,21.943,15.27, 4 ,,convert to cum,103,eat_glo_3.5Mar_d168_m11,,,
eat_glo_3.5Mar_d172_m28,eating less meat,Global,3.5,Market Formation,PrivateEquityInvestment (meat substitutes),$ million,b1,45,15,,0.14341,16.609,,,,0.0057111,1939.4,-33100,,,,,0.42131,0.39375,329.24,153.09,0.24839,0.2126,375.22,225.93, 4 ,,convert to cum,104,eat_glo_3.5Mar_d172_m28,,,
eat_glo_3.5Mar_d198_m28,eating less meat,Global,3.5,Market Formation,TotalFundraisingAmount (meat substitutes),$ million,b1,45,18,0.43556,0.10196,27.56,2014.6,10.089,1277.9,0.010442,1908.1,-54894,0.52615,0.49148,422.52,210.05,0.4306,0.40349,463.17,288.76,0.34005,0.30862,498.64,369.31, 2 ,,,105,eat_glo_3.5Mar_d198_m28,,,
eat_glo_3.5Mar_d202_m11,eating less meat,Global,3.5,Market Formation,TotalFundraisingDeals (meat substitutes),# deals,b1,45,22,1.2659,0.15022,1.6888,2018,3.4715,101.75,0.62776,1989.5,-3365.3,0.80967,0.79574,15.846,5.757,0.63389,0.61645,21.978,10.878,0.36461,0.33436,28.953,20.499, 4 ,,convert to cum,106,eat_glo_3.5Mar_d202_m11,,,
eat_glo_3.5Mar_d75_m125,eating less meat,Global,3.5,Market Formation,CumulativeStartups (meat substitutes),cum. # companies,b1,45,43,0.32244,0.15475,5.4667,2019.6,13.629,433.4,0.0081602,1954.5,-10884,0.97802,0.97641,13.929,11.882,0.9637,0.96197,17.899,11.575,0.57108,0.55066,61.529,49.616, 1 ,,,107,eat_glo_3.5Mar_d75_m125,,,
eat_ind_1.1Ado_d218_m136,Eating less meat,India,1.1,Adoption over time,per capita beef consumption,Kg/yr,b1,52,52,-0.068569,-0.0018826,-0.028146,2014.5,-64.088,2.603,-1543.4,-1.53E+05,58.102,0.71884,0.70126,0.27425,0.16952,-14.012,-14.625,2.004,1.9361,0.66707,0.65348,0.29843,0.22672, 1 ,,,108,eat_ind_1.1Ado_d218_m136,,,
eat_ind_1.1Ado_d219_m136,Eating less meat,India,1.1,Adoption over time,per capita other meat consumption,kg/yr,b1,52,40,-10.224,-0.02025,-0.0027626,2009.2,-0.42981,0.13646,4.74E-06,2487.9,5.6176,0.98469,0.98374,0.0071571,0.0047079,0.3981,0.37353,0.044882,0.040528,0.51368,0.49383,0.040343,0.036767, 4 ,bad data,"reversal, fit to partial",109,eat_ind_1.1Ado_d219_m136,,,
eat_ind_1.1Ado_d220_m136,Eating less meat,India,1.1,Adoption over time,per capita pig consumption,Kg/yr,b1,52,52,-0.14971,-0.0052459,-0.0022499,2020.5,-29.352,0.41359,0.26071,2063.2,4.8626,0.55064,0.52256,0.051532,0.045939,0.16784,0.13387,0.070127,0.063672,0.19295,0.16001,0.069061,0.062366, 4 ,interesting,"reversal, fit to partial",110,eat_ind_1.1Ado_d220_m136,,,
eat_ind_1.1Ado_d221_m136,Eating less meat,India,1.1,Adoption over time,per capita poultry consumption,kg/yr,b1,52,52,0.086579,0.0064102,0.057363,2020.1,50.757,6.1501,1554.2,1.58E+05,-113.44,0.98616,0.9853,0.10914,0.067554,-1.2202,-1.3108,1.3825,1.0249,0.86091,0.85523,0.34604,0.28993, 1 ,,,111,eat_ind_1.1Ado_d221_m136,,,
eat_ind_1.1Ado_d222_m136,Eating less meat,India,1.1,Adoption over time,per capita sheep & goat consumption,Kg/yr,b1,52,52,-0.079873,-0.0029837,-0.0019615,2039,-55.018,0.67194,0.052897,2829,4.551,0.56941,0.5425,0.030355,0.024189,0.3923,0.36749,0.036062,0.02983,0.405,0.38071,0.035683,0.029385, 1 ,,,112,eat_ind_1.1Ado_d222_m136,,,
eat_ind_1.1Ado_d223_m136,Eating less meat,India,1.1,Adoption over time,per capita total meat consumption,kg/yr,b1,52,52,0.0055928,0.0027449,0.022242,3473.5,785.74,15803,1556.5,1.57E+05,-40.309,0.50793,0.47718,0.33245,0.21638,-73.945,-77.004,4.1028,4.0754,0.49613,0.47556,0.33641,0.21617, 1 ,,,113,eat_ind_1.1Ado_d223_m136,,,
eat_ind_1.1Ado_d37_m37,Eating less meat,India,1.1,Adoption over time,% poultry+pig in total meat consumption,% kg/yr,b1,52,52,0.052473,0.0020604,0.011395,2018.4,83.747,1.2774,1554.9,1.57E+05,-22.408,0.94665,0.94331,0.041622,0.028549,-3.3607,-3.5387,0.37629,0.33034,0.90068,0.89663,0.056789,0.04913, 1 ,,,114,eat_ind_1.1Ado_d37_m37,,,
eat_ind_1.1Ado_d38_m37,Eating less meat,India,1.1,Adoption over time,% red in total meat consumption,% kg/yr,b1,52,52,-0.077646,-0.036062,-0.011395,2012.3,-56.596,0.91215,-1544.4,-1.53E+05,23.408,0.95416,0.9513,0.03858,0.022405,-13.81,-14.415,0.69348,0.66966,0.90068,0.89663,0.056789,0.04913, 1 ,,,115,eat_ind_1.1Ado_d38_m37,,,
eat_ind_2.4Eas_d206_m100,Eating less meat,India,2.4,Ease of Use,Vegetable consumption per capita,Kg/year,b1,52,52,0.016109,0.016109,0.92102,2711.8,272.79,6.03E+06,5.369,1846.9,-1777.3,0.90736,0.90157,4.5434,3.6454,0.90736,0.90358,4.5434,3.6454,0.85753,0.85171,5.6344,4.6362, 1 ,,,116,eat_ind_2.4Eas_d206_m100,,,
eat_ind_4.5Inf_d121_m100,Eating less meat,India,4.5,Physical Infrastructure Dependence,Meat supply/person,Kg/year,b1,52,52,0.0055864,0.0027422,0.022213,3478.6,786.64,16105,1556.5,1.57E+05,-40.251,0.5063,0.47545,0.33317,0.21663,-73.904,-76.962,4.1038,4.0763,0.49434,0.47371,0.33718,0.21637, 1 ,,,117,eat_ind_4.5Inf_d121_m100,,,
eat_jap_1.1Ado_d218_m136,Eating less meat,Japan,1.1,Adoption over time,per capita beef consumption,Kg/yr,b1,52,52,0.1564,0.014529,0.12886,1978.4,28.097,9.6035,10.432,2017.6,-249.42,0.85775,0.84886,0.92836,0.74248,0.53895,0.52013,1.6714,1.3799,0.61731,0.60169,1.5227,1.2704, 1 ,,,118,eat_jap_1.1Ado_d218_m136,,,
eat_jap_1.1Ado_d219_m136,Eating less meat,Japan,1.1,Adoption over time,per capita other meat consumption,kg/yr,b1,52,52,-0.093814,-0.071676,-0.031119,1967.6,-46.842,4.2039,0.72639,1983.8,62.628,0.98498,0.98404,0.064265,0.051651,0.98123,0.98047,0.071823,0.053247,0.79349,0.78506,0.23826,0.19858, 1 ,,,119,eat_jap_1.1Ado_d219_m136,,,
eat_jap_1.1Ado_d220_m136,Eating less meat,Japan,1.1,Adoption over time,per capita pig consumption,Kg/yr,b1,52,52,0.058755,0.015572,0.26498,1979.2,74.792,23.522,6.8306,1941.3,-512.48,0.97011,0.96824,0.70471,0.55941,0.91251,0.90894,1.2056,0.93568,0.95204,0.95009,0.89258,0.70753, 1 ,,,120,eat_jap_1.1Ado_d220_m136,,,
eat_jap_1.1Ado_d221_m136,Eating less meat,Japan,1.1,Adoption over time,per capita poultry consumption,kg/yr,b1,52,52,0.05818,0.020182,0.29304,1986.6,75.532,22.997,7.985,1969.9,-570.79,0.93134,0.92705,1.191,0.88831,0.90054,0.89648,1.4334,1.1896,0.93627,0.93367,1.1474,0.91426, 1 ,,,121,eat_jap_1.1Ado_d221_m136,,,
eat_jap_1.1Ado_d222_m136,Eating less meat,Japan,1.1,Adoption over time,per capita sheep & goat consumption,Kg/yr,b1,52,52,-0.071999,-0.049943,-0.022683,1972.5,-61.035,2.3372,0.57941,1987,45.755,0.92941,0.92499,0.09866,0.067898,0.92156,0.91836,0.104,0.068642,0.84052,0.83401,0.14829,0.1243, 1 ,,,122,eat_jap_1.1Ado_d222_m136,,,
eat_jap_1.1Ado_d223_m136,Eating less meat,Japan,1.1,Adoption over time,per capita total meat consumption,kg/yr,b1,52,52,0.071994,0.015427,0.63308,1977.5,61.039,52.862,6.3403,1879.4,-1224.3,0.97337,0.9717,1.5995,1.1362,0.89384,0.88951,3.1933,2.6034,0.93979,0.93733,2.405,2.0111, 1 ,,,123,eat_jap_1.1Ado_d223_m136,,,
eat_jap_1.1Ado_d37_m37,Eating less meat,Japan,1.1,Adoption over time,% poultry+pig in total meat consumption,% kg/yr,b1,52,52,0.0025222,0.0011112,0.0019324,4337.9,1742.3,283.49,1555.3,1.57E+05,-3.0873,0.60368,0.57891,0.023508,0.019095,-423.95,-441.3,0.76976,0.76886,0.60324,0.58705,0.023521,0.01914, 1 ,,,124,eat_jap_1.1Ado_d37_m37,,,
eat_jap_1.1Ado_d38_m37,Eating less meat,Japan,1.1,Adoption over time,% red in total meat consumption,% kg/yr,b1,52,52,-0.019412,-0.0083265,-0.0019324,2009.4,-226.38,0.40858,0.11348,2080,4.0873,0.60172,0.57683,0.023566,0.019128,0.6004,0.58409,0.023605,0.019369,0.60324,0.58705,0.023521,0.01914, 1 ,,,125,eat_jap_1.1Ado_d38_m37,,,
eat_jap_2.4Eas_d206_m100,Eating less meat,Japan,2.4,Ease of Use,Vegetable consumption per capita,Kg/year,b1,52,52,-0.0023218,-0.0023208,-0.26281,-1311.6,-1892.7,2.50E+05,207.8,1743.4,640.27,0.38839,0.35016,5.0061,4.0772,0.38839,0.36343,5.0061,4.0772,0.37969,0.35437,5.0416,4.1133, 1 ,,,126,eat_jap_2.4Eas_d206_m100,,,
eat_jap_4.5Inf_d121_m100,Eating less meat,Japan,4.5,Physical Infrastructure Dependence,Meat supply/person,Kg/year,b1,52,52,0.071993,0.015428,0.63313,1977.5,61.04,52.865,6.9457,1885.3,-1224.4,0.97336,0.9717,1.5998,1.1375,0.89383,0.8895,3.1938,2.6038,0.93978,0.93732,2.4054,2.0108, 1 ,,,127,eat_jap_4.5Inf_d121_m100,,,
eat_uki_1.1Ado_d218_m136,Eating less meat,United Kingdom,1.1,Adoption over time,per capita beef consumption,Kg/yr,b1,52,52,-0.0056964,-0.0056956,-0.11265,456.42,-771.44,1.31E+05,28.656,1935.4,245.23,0.48021,0.44772,1.7876,1.3375,0.48021,0.45899,1.7876,1.3375,0.46498,0.44315,1.8136,1.3623, 1 ,,,128,eat_uki_1.1Ado_d218_m136,,,
eat_uki_1.1Ado_d219_m136,Eating less meat,United Kingdom,1.1,Adoption over time,per capita other meat consumption,kg/yr,b1,52,52,0.053533,0.0028923,0.020179,2042.9,82.089,5.9009,1554.8,1.57E+05,-39.704,0.61,0.58563,0.27535,0.22242,-1.626,-1.7332,0.71449,0.56222,0.47179,0.45023,0.32045,0.2587, 4 ,interesting,"reversal, fit to partial",129,eat_uki_1.1Ado_d219_m136,,,
eat_uki_1.1Ado_d220_m136,Eating less meat,United Kingdom,1.1,Adoption over time,per capita pig consumption,Kg/yr,b1,52,52,-0.00080722,-0.00080284,-0.020233,-4440.3,-5443.9,4653.2,40.683,1421.2,66.03,0.078296,0.020689,1.0512,0.8221,0.078303,0.040683,1.0512,0.82209,0.076919,0.039242,1.0519,0.8219, 1 ,,,130,eat_uki_1.1Ado_d220_m136,,,
eat_uki_1.1Ado_d221_m136,Eating less meat,United Kingdom,1.1,Adoption over time,per capita poultry consumption,kg/yr,b1,52,52,0.07404,0.021026,0.51647,1985.5,59.352,36.079,5.8645,1932.4,-1007.5,0.96062,0.95815,1.5891,1.4173,0.88601,0.88136,2.7035,2.3784,0.93705,0.93448,2.009,1.7471, 1 ,,,131,eat_uki_1.1Ado_d221_m136,,,
eat_uki_1.1Ado_d222_m136,Eating less meat,United Kingdom,1.1,Adoption over time,per capita sheep & goat consumption,Kg/yr,b1,52,52,-0.030543,-0.014031,-0.090678,1999,-143.88,12.174,5.292,2007.4,187.34,0.8638,0.85529,0.539,0.42473,0.85809,0.8523,0.5502,0.46013,0.86826,0.86289,0.53011,0.42048, 1 ,,,132,eat_uki_1.1Ado_d222_m136,,,
eat_uki_1.1Ado_d223_m136,Eating less meat,United Kingdom,1.1,Adoption over time,per capita total meat consumption,kg/yr,b1,52,52,0.0041354,0.0041322,0.31308,3726.5,1062.6,97736,20.82,1682.1,-548.59,0.74769,0.73192,2.7369,2.1484,0.7477,0.7374,2.7369,2.1484,0.74368,0.73321,2.7586,2.1832, 1 ,,,133,eat_uki_1.1Ado_d223_m136,,,
eat_uki_1.1Ado_d37_m37,Eating less meat,United Kingdom,1.1,Adoption over time,% poultry+pig in total meat consumption,% kg/yr,b1,52,52,0.041586,0.0060389,0.0039166,1952.2,105.67,0.75656,0.1527,1759.7,-7.1787,0.91438,0.90903,0.018334,0.014826,0.8644,0.85887,0.023072,0.017446,0.88012,0.87523,0.021694,0.016436, 1 ,,,134,eat_uki_1.1Ado_d37_m37,,,
eat_uki_1.1Ado_d38_m37,Eating less meat,United Kingdom,1.1,Adoption over time,% red in total meat consumption,% kg/yr,b1,52,52,-0.01104,0.00059214,-0.0039166,1068.3,-398.05,9990,1555.2,1.57E+05,8.1787,0.9008,0.8946,0.019734,0.015046,-33.582,-34.993,0.36846,0.3631,0.88012,0.87523,0.021694,0.016436, 1 ,,,135,eat_uki_1.1Ado_d38_m37,,,
