Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin,Innovation Name_clean,Spatial Scale_clean,Indicator Number_clean,Indicator Name_clean,Description_clean,Metric_clean, GN scoring ,GN comments,CW scoring
crs_ger_3.5Mar_d248_m162,car sharing,Germany,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,m9,1.2319,0.32405,5.9957,2020.8,3.5672,599.02,0.00017084,1977.1,-11953,0.9971,0.99689,7.6783,3.6694,0.93933,0.93644,35.111,17.149,0.29838,0.26497,119.4,83.335,45,13,0.96515,0.0045142,0.96064,13,1,12,0,0,1,0.79882,0,0,y,y,y,y,y,y,y,y,m,y,m,carsharing,germany,35,marketformation,cumulativeprivateequityinvestment,cumulativemillion,,,
crs_ger_3.5Mar_d074_m128,car sharing,Germany,3.5,Market Formation,CumulativeStartups,cum. # companies,m9,0.23975,0.10589,0.51225,2015.7,18.329,27.299,9.7867,2014.2,-1019.8,0.98962,0.98886,0.78556,0.55153,0.95741,0.95538,1.5911,1.1577,0.74459,0.73243,3.8963,3.4729,45,28,0.84252,0.036631,0.80589,28,2,27,0,0,0,0.92947,0,1,y,y,y,y,y,y,y,y,y,y,y,carsharing,germany,35,marketformation,cumulativestartups,cum#companies,,,
crs_ger_3.5Mar_d250_m162,car sharing,Germany,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,m9,3.3991,0.34025,34.559,2020.6,1.2928,3201.2,1.3374e-07,1953,-68902,0.98989,0.98915,87.06,29.576,0.90138,0.89668,271.95,120.88,0.26863,0.2338,740.57,517.33,45,13,1.127,0.00084471,1.1261,13,0,12,0,0,1,0.75195,0,0,y,y,y,m,y,m,y,y,m,m,m,carsharing,germany,35,marketformation,cumulativetotalfundraisingamount,cumulativemillion,,,
crs_ger_3.5Mar_d252_m160,car sharing,Germany,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,m9,0.3087,0.17493,0.89499,2020.9,14.235,84.934,5.1026,2009.3,-1782.5,0.99318,0.99268,1.3097,1.1316,0.98215,0.9813,2.1191,1.4207,0.53697,0.51492,10.794,8.5882,45,39,0.69466,0.011774,0.68288,39,0,38,0,0,0,0.87454,0,1,y,y,y,y,y,y,y,y,y,y,y,carsharing,germany,35,marketformation,cumulativetotalfundraisingdeals,cumulative#deals,,,
crs_ger_3.5Mar_d126_m008,car sharing,Germany,3.5,Market Formation,NewStartups,# companies,m9,1291.7,0.054056,0.035705,2007.2,0.003402,1.2353,0.22507,1989.7,-70.97,0.31353,0.2633,0.83078,0.42614,0.18429,0.14545,0.90561,0.59713,0.21386,0.17643,0.88905,0.57887,45,13,4.0476,0.80952,3.2381,26,6,25,1,0,1,0.40351,0,1,m,y,y,m,m,m,m,y,m,m,m,carsharing,germany,35,marketformation,newstartups,#companies,,,
crs_ger_3.5Mar_d243_m157,car sharing,Germany,3.5,Market Formation,Partial up to max CumulativeStartups,Partial up to max cum. # companies,m9,0.22907,0.11395,0.49323,2016.2,19.184,28.799,8.0273,2012.4,-981.87,0.98896,0.98814,0.771,0.53536,0.96616,0.96451,1.35,0.94576,0.72834,0.71508,3.8252,3.3645,44,27,0.79863,0.034723,0.76391,27,1,26,0,0,0,0.91917,0,1,y,y,y,y,y,y,y,y,y,y,y,carsharing,germany,35,marketformation,partialuptomaxcumulativestartups,partialuptomaxcum#companies,,,
crs_ger_3.5Mar_d245_m159,car sharing,Germany,3.5,Market Formation,Partial up to max NewStartups,Partial up to max # companies,m9,0.24344,0.165,0.048255,2016.2,18.051,4.514,6.1234,2022.2,-95.99,0.44104,0.39172,0.74166,0.40706,0.43755,0.40541,0.74397,0.43144,0.28454,0.24365,0.83909,0.57587,38,9,1.1077,0.22153,0.88614,21,1,20,0,0,1,0.4,0,1,m,y,y,m,m,m,m,y,m,m,m,carsharing,germany,35,marketformation,partialuptomaxnewstartups,partialuptomax#companies,,,
crs_ger_3.5Mar_d247_m161,car sharing,Germany,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,m9,0.46929,0.0081591,0.075355,2016.3,9.364,4.5194,1553.5,1.5761e+05,-150.11,0.86519,0.85481,0.49907,0.25235,-0.24619,-0.3085,1.5173,0.67442,0.47333,0.44699,0.98642,0.79128,43,11,1.1063,0.22127,0.88507,12,1,11,0,0,1,0.80808,0,1,y,y,y,m,y,m,y,y,y,m,m,carsharing,germany,35,marketformation,partialuptomaxprivateequitydeals,partialuptomax#deals,,,
crs_ger_3.5Mar_d249_m163,car sharing,Germany,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,m9,36.108,0.38927,1.3699,2020,0.1217,164.48,0.7807,2008.2,-2730.4,0.89561,0.88758,12.143,3.7963,0.75042,0.73794,18.775,5.9962,0.20461,0.16484,33.517,19.284,43,9,1.3114,0.014939,1.2964,11,1,7,0,1,1,0.6463,0,0,y,y,y,m,y,m,m,y,m,m,m,carsharing,germany,35,marketformation,partialuptomaxprivateequityinvestment,partialuptomaxmillion,,,
crs_ger_3.5Mar_d251_m163,car sharing,Germany,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,m9,31.841,0.36243,8.6315,2020.1,0.13801,1284.3,3.6669e-08,1955.6,-17205,0.62018,0.59096,210.52,50.634,0.36578,0.33407,272.04,83.023,0.098328,0.053245,324.36,134.69,43,10,1.7552,0.00092838,1.7543,11,1,5,0,1,1,0.17136,0,0,m,y,y,m,m,m,m,y,m,m,m,carsharing,germany,35,marketformation,partialuptomaxtotalfundraisingamount,partialuptomaxmillion,,,
crs_ger_3.5Mar_d253_m161,car sharing,Germany,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,m9,0.59149,0.012788,0.12413,2016.3,7.4295,7.4632,1552.6,1.577e+05,-247.2,0.86483,0.85443,0.84009,0.45569,-0.26942,-0.33289,2.5745,1.186,0.45448,0.4272,1.6877,1.2277,43,15,1.3399,0.13399,1.2059,37,1,36,0,0,1,0.79649,0,1,y,y,y,m,m,m,y,y,y,m,m,carsharing,germany,35,marketformation,partialuptomaxtotalfundraisingdeals,partialuptomax#deals,,,
crs_ger_3.5Mar_d171_m011,car sharing,Germany,3.5,Market Formation,PrivateEquityDeals,# deals,m9,0.62565,0.007646,0.070224,2014.7,7.0239,3.1875,1553.7,1.576e+05,-139.88,0.71447,0.69357,0.73545,0.34652,-0.26694,-0.32728,1.5492,0.71111,0.43908,0.41237,1.0308,0.80585,45,12,1.5686,0.31372,1.2549,13,2,12,1,0,1,0.82407,0,1,y,y,y,m,y,m,y,y,y,m,m,carsharing,germany,35,marketformation,privateequitydeals,#deals,,,
crs_ger_3.5Mar_d175_m027,car sharing,Germany,3.5,Market Formation,PrivateEquityInvestment,$ million,m9,2.9426,0.16696,1.4549,2019.5,1.4934,108.35,2.4318,2001.5,-2899.8,0.66154,0.63677,23.223,6.3209,0.43417,0.40722,30.026,12.79,0.22406,0.18711,35.162,21.702,45,10,1.9906,0.022677,1.968,12,2,8,1,1,1,0.70249,0,0,m,y,y,m,y,m,y,y,m,m,m,carsharing,germany,35,marketformation,privateequityinvestment,million,,,
crs_ger_3.5Mar_d200_m027,car sharing,Germany,3.5,Market Formation,TotalFundraisingAmount,$ million,m9,38.085,0.18962,9.2407,2020.1,0.11538,824.44,5.2289e-05,1937.3,-18420,0.46344,0.42418,250.29,68.825,0.26397,0.22892,293.15,95.273,0.12336,0.081614,319.92,142.01,45,12,2.7343,0.0014463,2.7329,13,3,7,1,1,1,0.18926,0,0,m,y,y,m,m,m,m,y,m,m,m,carsharing,germany,35,marketformation,totalfundraisingamount,million,,,
crs_ger_3.5Mar_d204_m011,car sharing,Germany,3.5,Market Formation,TotalFundraisingDeals,# deals,m9,0.82349,0.012735,0.12398,2015.6,5.3364,5.9552,1552.6,1.577e+05,-246.89,0.79481,0.7798,1.0626,0.533,-0.31237,-0.37486,2.6874,1.3111,0.4711,0.44591,1.7061,1.2644,45,17,1.6792,0.16792,1.5113,39,3,38,0,0,1,0.82769,0,1,y,y,y,m,m,m,y,y,y,m,m,carsharing,germany,35,marketformation,totalfundraisingdeals,#deals,,,
crs_ger_4.1Kso_d213_m100,car sharing,Germany,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m9,21.646,0.12514,3.5117,2016.9,0.20302,58.071,0.69551,1988,-7051.1,0.77386,0.73395,14.922,7.5331,0.39756,0.33062,24.355,17.743,0.45924,0.39916,23.075,16.656,21,8,1.722,0.52183,1.2002,8,6,3,1,1,1,0.83842,0,1,y,y,y,y,y,y,y,y,y,y,y,carsharing,germany,41,knowledgeflowssocialnetworks,annualisedgooglesearchfrequencyindex100monthlymax,index0100,,,
crs_ger_4.1Kso_d239_m153,car sharing,Germany,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,m9,40.543,0.52556,4.7666,2017,0.10839,97.619,0.1023,2005.7,-9572.8,0.99936,0.99919,0.84179,0.29762,0.86922,0.8491,11.99,7.1252,0.43924,0.35296,24.827,19.882,16,3,1.0244,0.47746,0.54693,3,1,2,1,0,1,0.66775,0,1,y,n,y,y,y,y,m,y,y,n,n,carsharing,germany,41,knowledgeflowssocialnetworks,partialuptomaxannualisedgooglesearchfrequencyindex100monthlymax,partialuptomaxindex0100,,,
crs_ger_4.2Kme_d001_m132,car sharing,Germany,4.2,Knowledge Flows (mass media),"""car sharing"" mention in books",index (2022=100),m9,0.20878,0.12447,4.1051,2018.2,21.049,155.13,0.17914,1970.1,-8213.7,0.97131,0.9674,5.6147,5.1835,0.95503,0.95112,7.03,5.9975,0.86257,0.85062,12.29,10.506,26,26,0.64463,0.0036045,0.64103,26,0,25,0,0,1,0.91067,0,1,y,y,y,y,y,y,y,y,y,y,y,carsharing,germany,42,knowledgeflowsmassmedia,carsharingmentioninbooks,index2022100,1,,
crs_ger_4.2Kme_d254_m164,car sharing,Germany,4.2,Knowledge Flows (mass media),"Partial up to max ""car sharing"" mention in books",Partial up to max index (2022=100),m9,0.20878,0.12447,4.1051,2018.2,21.049,155.13,0.17914,1970.1,-8213.7,0.97131,0.9674,5.6147,5.1835,0.95503,0.95112,7.03,5.9975,0.86257,0.85062,12.29,10.506,26,26,0.64463,0.0036045,0.64103,26,0,25,0,0,1,0.91067,0,1,y,y,y,y,y,y,y,y,y,y,y,carsharing,germany,42,knowledgeflowsmassmedia,partialuptomaxcarsharingmentioninbooks,partialuptomaxindex2022100,,,
crs_glo_3.3Leg_d235_m020,car sharing,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,m9,0.76721,0.15114,7.5509,2017.2,5.7278,599.57,0.00015335,1922.4,-14996,0.96724,0.96531,33.136,13.306,0.85719,0.85169,69.186,37.007,0.42869,0.40671,138.38,107.23,55,31,1.2142,0.0016679,1.2125,44,3,43,0,0,1,0.92661,0,0,y,y,y,y,y,y,y,y,y,y,y,carsharing,global,33,riskuncertaintysharedexpectations,scientificpublications,#publications,,,
crs_glo_3.5Mar_d242_m156,car sharing,Global,3.5,Market Formation,cumulative CumulativeStartups,cumulative cum. # companies,m9,0.17221,0.13637,51.953,2026.3,25.518,7851.4,0.00019601,1902,-1.0345e+05,0.99922,0.99916,23.185,18.645,0.99682,0.99667,46.804,31.509,0.66152,0.64541,482.63,395.63,45,43,0.3956,0.00012737,0.39547,43,0,42,0,0,0,0.88644,0,0,y,y,y,y,y,y,y,y,y,y,y,carsharing,global,35,marketformation,cumulativecumulativestartups,cumulativecum#companies,,,
crs_glo_3.5Mar_d244_m158,car sharing,Global,3.5,Market Formation,cumulative NewStartups,cumulative # companies,m9,0.25922,0.10787,6.0866,2015.7,16.952,324.98,0.024613,1935.7,-12116,0.99432,0.99391,6.9906,5.8813,0.95891,0.95695,18.804,13.624,0.72618,0.71314,48.54,42.918,45,43,0.84928,0.0030771,0.8462,43,0,42,0,0,0,0.93268,0,0,y,y,y,y,y,y,y,y,y,y,y,carsharing,global,35,marketformation,cumulativenewstartups,cumulative#companies,,,
crs_glo_3.5Mar_d246_m160,car sharing,Global,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,m9,0.38212,0.17411,6.8368,2019,11.5,495.11,0.0033206,1955.6,-13624,0.9995,0.99946,2.7304,1.4649,0.97107,0.9697,20.731,14.015,0.5306,0.50825,83.513,67.974,45,28,0.86243,0.0020198,0.86041,28,0,27,0,0,1,0.884,0,0,y,y,y,y,y,y,y,y,y,y,y,carsharing,global,35,marketformation,cumulativeprivateequitydeals,cumulative#deals,,,
crs_glo_3.5Mar_d248_m162,car sharing,Global,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,m9,0.62881,0.1678,616.86,2017.3,6.9885,35554,2.02e-06,1882.2,-1.2293e+06,0.98927,0.98848,1175.2,454.94,0.91087,0.90663,3386.2,2183.5,0.49886,0.475,8029.5,6592.2,45,19,0.98002,3.6239e-05,0.97998,19,0,18,0,0,1,0.89785,0,0,y,y,y,y,y,y,y,y,y,y,y,carsharing,global,35,marketformation,cumulativeprivateequityinvestment,cumulativemillion,,,
crs_glo_3.5Mar_d074_m128,car sharing,Global,3.5,Market Formation,CumulativeStartups,cum. # companies,m9,0.25922,0.10787,6.0866,2015.7,16.952,324.98,0.024613,1935.7,-12116,0.99432,0.99391,6.9906,5.8813,0.95891,0.95695,18.804,13.624,0.72618,0.71314,48.54,42.918,45,43,0.84928,0.0030771,0.8462,43,0,42,0,0,0,0.93268,0,0,y,y,y,y,y,y,y,y,y,y,y,carsharing,global,35,marketformation,cumulativestartups,cum#companies,1,cum,
crs_glo_3.5Mar_d250_m162,car sharing,Global,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,m9,0.45708,0.15143,1440.7,2017,9.6142,81630,3.8722e-06,1866,-2.8707e+06,0.9947,0.99432,1811.9,988.85,0.93907,0.93617,6145.5,4363.6,0.56486,0.54413,16423,13950,45,19,0.95047,1.5784e-05,0.95045,19,0,18,0,0,1,0.90621,0,0,y,y,y,y,y,y,y,y,y,y,y,carsharing,global,35,marketformation,cumulativetotalfundraisingamount,cumulativemillion,,,
crs_glo_3.5Mar_d252_m160,car sharing,Global,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,m9,0.34705,0.16927,10.458,2019.3,12.662,785.19,0.00016751,1933.6,-20838,0.99958,0.99955,3.7533,2.5703,0.97657,0.97545,28.109,18.62,0.54718,0.52562,123.56,100.64,45,39,0.8291,0.0012736,0.82782,39,0,38,0,0,0,0.88366,0,0,y,y,y,y,y,y,y,y,y,y,y,carsharing,global,35,marketformation,cumulativetotalfundraisingdeals,cumulative#deals,,,
crs_glo_3.5Mar_d126_m008,car sharing,Global,3.5,Market Formation,NewStartups,# companies,m9,0.60412,0.053732,0.42714,2008.7,7.2741,16.05,9.1395,2012.2,-849,0.62337,0.59581,5.1127,3.0809,0.38354,0.35418,6.5411,4.5711,0.44339,0.41688,6.2154,4.4379,45,35,1.8068,0.062304,1.7445,43,8,42,1,0,1,0.93314,0,1,m,y,y,y,y,y,y,y,y,m,y,carsharing,global,35,marketformation,newstartups,#companies,4,interesting,convert to cum.
crs_glo_3.5Mar_d243_m157,car sharing,Global,3.5,Market Formation,Partial up to max CumulativeStartups,Partial up to max cum. # companies,m9,0.25922,0.10787,6.0866,2015.7,16.952,324.98,0.024613,1935.7,-12116,0.99432,0.99391,6.9906,5.8813,0.95891,0.95695,18.804,13.624,0.72618,0.71314,48.54,42.918,45,43,0.84928,0.0030771,0.8462,43,0,42,0,0,0,0.93268,0,0,y,y,y,y,y,y,y,y,y,y,y,carsharing,global,35,marketformation,partialuptomaxcumulativestartups,partialuptomaxcum#companies,,,
crs_glo_3.5Mar_d245_m159,car sharing,Global,3.5,Market Formation,Partial up to max NewStartups,Partial up to max # companies,m9,0.26196,0.053358,0.55104,2015.3,16.775,47.069,1544.7,1.5848e+05,-1096.1,0.926,0.91947,2.1687,1.5055,-0.4186,-0.49967,9.4952,5.1579,0.57453,0.55022,5.2,4.0983,38,28,0.61611,0.021245,0.59487,36,1,35,0,0,1,0.83946,0,1,y,y,y,m,m,m,y,y,y,m,m,carsharing,global,35,marketformation,partialuptomaxnewstartups,partialuptomax#companies,,,
crs_glo_3.5Mar_d247_m161,car sharing,Global,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,m9,0.5233,0.14817,0.96632,2014.5,8.3976,47.627,6.7784,2007.5,-1924.7,0.98143,0.98,2.1459,1.073,0.91691,0.91276,4.5388,3.1014,0.57998,0.55898,10.205,8.7122,43,17,1.0918,0.020997,1.0708,26,1,25,0,0,1,0.89732,0,1,y,y,y,y,y,y,y,y,y,y,y,carsharing,global,35,marketformation,partialuptomaxprivateequitydeals,partialuptomax#deals,,,
crs_glo_3.5Mar_d249_m163,car sharing,Global,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,m9,28.948,0.17348,86.895,2014,0.15181,4648.9,1.1452e-05,1904.9,-1.7307e+05,0.48561,0.4439,1685.2,601.61,0.34451,0.31001,1902.3,920.06,0.19147,0.14892,2112.8,1276,41,14,2.5147,0.00027715,2.5144,15,1,14,0,0,1,0.31103,0,0,m,y,y,m,m,m,m,y,m,m,m,carsharing,global,35,marketformation,partialuptomaxprivateequityinvestment,partialuptomaxmillion,,,
crs_glo_3.5Mar_d251_m163,car sharing,Global,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,m9,36.747,0.31425,153.37,2015,0.11959,12362,3.4702e-08,1932.4,-3.0538e+05,0.66514,0.63559,1961.3,507.63,0.60119,0.5784,2140.4,884.8,0.24624,0.20317,2942.6,1967.5,38,12,1.265,0.00010423,1.2649,12,1,11,0,0,1,0.50138,0,0,m,y,y,m,m,m,m,y,m,m,m,carsharing,global,35,marketformation,partialuptomaxtotalfundraisingamount,partialuptomaxmillion,,,
crs_glo_3.5Mar_d253_m161,car sharing,Global,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,m9,0.47093,0.14486,1.4212,2014.6,9.3314,71.159,2.9103,1998.7,-2830.4,0.97813,0.97645,3.3941,1.8475,0.91949,0.91546,6.512,4.4423,0.59055,0.57008,14.685,12.551,43,22,1.0821,0.014053,1.068,37,1,36,0,0,1,0.89574,0,1,y,y,y,m,m,m,y,y,y,m,m,carsharing,global,35,marketformation,partialuptomaxtotalfundraisingdeals,partialuptomax#deals,,,
crs_glo_3.5Mar_d171_m011,car sharing,Global,3.5,Market Formation,PrivateEquityDeals,# deals,m9,0.81266,0.099582,0.91647,2013.6,5.4075,38.125,6.9255,2004.9,-1825.3,0.90602,0.89914,4.8064,2.169,0.71392,0.70029,8.3858,5.9143,0.57633,0.55616,10.205,8.5432,45,19,1.3639,0.026229,1.3377,28,3,27,1,0,1,0.95044,0,1,y,y,y,y,y,y,y,y,y,y,y,carsharing,global,35,marketformation,privateequitydeals,#deals,4,,convert to cum.
crs_glo_3.5Mar_d175_m027,car sharing,Global,3.5,Market Formation,PrivateEquityInvestment,$ million,m9,0.1695,0.078857,72.166,2284.3,25.926,11726,0.005882,1856.7,-1.437e+05,-0.11534,-0.19695,2407.8,774.3,0.17664,0.13744,2068.8,1081.4,0.16899,0.12942,2078.4,1188.3,45,18,0.99699,0.00010988,0.99688,19,5,18,1,0,1,0.32313,0,0,n,y,y,m,m,m,m,y,m,n,m,carsharing,global,35,marketformation,privateequityinvestment,million,4,,convert to cum.
crs_glo_3.5Mar_d200_m027,car sharing,Global,3.5,Market Formation,TotalFundraisingAmount,$ million,m9,,0.075492,154.29,,,,0.01763,1853.9,-3.0716e+05,,,,,0.28325,0.24912,3210.2,2079.3,0.27925,0.24493,3219.2,2256.2,45,19,,,,19,8,18,1,0,1,0.5282,0,0,n,y,y,m,m,m,m,m,m,n,m,carsharing,global,35,marketformation,totalfundraisingamount,million,4,,convert to cum.
crs_glo_3.5Mar_d204_m011,car sharing,Global,3.5,Market Formation,TotalFundraisingDeals,# deals,m9,0.68118,0.10081,1.381,2013.6,6.4512,57.915,1.6773,1986.9,-2750.4,0.92211,0.91641,6.4557,3.1016,0.75337,0.74162,11.487,7.9465,0.60123,0.58224,14.607,12.386,45,24,1.3295,0.017267,1.3123,39,3,38,0,0,1,0.94954,0,1,y,y,y,m,y,m,y,y,y,m,m,carsharing,global,35,marketformation,totalfundraisingdeals,#deals,2,,
cli_ban_1.1Ado_d072_m017,climate protest,Bangladesh,1.1,Adoption over Time,Count of participants at protest events related to climate,# people (estimated),s3,-0.027296,0.089972,18.132,987.17,-160.99,-637.76,0.023617,1923.1,-36460,-0.12339,-0.49785,336.55,111.54,0.026697,-0.16796,313.27,169.47,0.045649,-0.14522,310.2,161.88,13,3,-1.8816,-0.1568,-1.7248,3,2,1,0,1,1,0.091681,0,0,n,n,y,y,y,y,m,m,m,n,n,climateprotest,bangladesh,11,adoptionovertime,countofparticipantsatprotesteventsrelatedtoclimate,#peopleestimated,4,,convert to cum
cli_ban_1.1Ado_d073_m019,climate protest,Bangladesh,1.1,Adoption over Time,Count of protest events related to climate,# protest events,s3,-0.068604,0.12799,1.8187,2528.3,-64.056,9.3846,9.1992,2017.2,-3658.9,-1.5987e-14,-0.33333,16.914,11.763,0.11556,-0.061327,15.907,10.359,0.16186,-0.0057636,15.485,9.6932,13,6,6.6066,0.31967,6.2869,13,4,12,1,0,1,0.43956,0,1,n,y,y,m,m,m,m,y,m,n,m,climateprotest,bangladesh,11,adoptionovertime,countofprotesteventsrelatedtoclimate,#protestevents,4,,convert to cum
cli_ban_1.1Ado_d240_m154,climate protest,Bangladesh,1.1,Adoption over Time,cumulative Count of participants at protest events related to climate,cumulative # people (estimated),s3,7.7138,0.26593,154.12,2018.8,0.56968,1412.6,1.2771e-07,1935.1,-3.1033e+05,0.99711,0.99614,36.015,17.574,0.76035,0.71241,327.78,282.62,0.74177,0.69012,340.25,287.02,13,5,1.0265,0.84952,0.17698,5,2,4,1,0,0,0.8106,0,0,y,n,y,y,y,y,y,m,y,n,n,climateprotest,bangladesh,11,adoptionovertime,cumulativecountofparticipantsatprotesteventsrelatedtoclimate,cumulative#peopleestimated,,,
cli_ban_1.1Ado_d241_m155,climate protest,Bangladesh,1.1,Adoption over Time,cumulative Count of protest events related to climate,cumulative # protest events,s3,1.771,0.2891,11.418,2019.1,2.4814,115.39,0.0021787,1984.6,-22989,0.98523,0.9803,5.9341,4.8395,0.8599,0.83188,18.274,15.554,0.76568,0.71882,23.633,19.856,13,13,1.0572,0.025998,1.0313,13,0,12,0,0,1,0.81021,0,0,y,y,y,m,y,m,y,y,y,m,m,climateprotest,bangladesh,11,adoptionovertime,cumulativecountofprotesteventsrelatedtoclimate,cumulative#protestevents,,,
cli_ban_1.1Ado_d346_m185,climate protest,Bangladesh,1.1,Adoption over Time,cumulative share of population participating in protest events related to climate,market share,s3,0.27136,0.26242,9.1286e-07,2034.9,16.194,0.00028439,122.11,2084.9,-0.0018381,0.75136,0.66848,1.9842e-06,1.6944e-06,0.7489,0.69867,1.994e-06,1.7168e-06,0.73674,0.68409,2.0417e-06,1.7336e-06,13,5,0.030411,0.025587,0.0048243,5,2,4,1,0,0,0.81198,1,1,y,n,y,y,y,y,y,m,y,n,n,climateprotest,bangladesh,11,adoptionovertime,cumulativeshareofpopulationparticipatinginprotesteventsrelatedtoclimate,marketshare,,,
cli_ban_4.1Kso_d213_m100,climate protest,Bangladesh,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s3,-174.65,-0.060495,-0.64935,2009.9,-0.025161,16.667,-1523.3,-1.5477e+05,1312.6,0.125,-0.029412,19.92,7.9365,-0.05,-0.16667,21.822,4.7619,0.034091,-0.073232,20.93,9.0703,21,1,6,6,0,1,0,0,0,0,,,0,1,n,n,m,m,m,m,m,m,m,n,n,climateprotest,bangladesh,41,knowledgeflowssocialnetworks,annualisedgooglesearchfrequencyindex100monthlymax,index0100,,,
cli_ban_4.1Kso_d239_m153,climate protest,Bangladesh,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,s3,79.318,0.33004,7.1429,2008.2,0.055403,49.994,0.6257,1997.8,-14321,0.41667,-0.16667,26.726,14.286,0.12757,-0.30865,32.685,23.139,0.16667,-0.25,31.944,22.449,7,1,2.0002,2.0002,0,1,0,0,0,0,,,0,1,m,n,y,m,m,m,m,m,m,n,n,climateprotest,bangladesh,41,knowledgeflowssocialnetworks,partialuptomaxannualisedgooglesearchfrequencyindex100monthlymax,partialuptomaxindex0100,,,
cli_ger_1.1Ado_d072_m017,climate protest,Germany,1.1,Adoption over Time,Count of participants at protest events related to climate,# people (estimated),s3,60.624,0.20014,45.856,2019.2,0.072487,528.29,0.00038393,1953,-92329,0.35984,0.14645,325.24,152.67,0.14896,-0.021243,375,229.31,0.17816,0.013788,368.51,227.02,13,4,2.8785,0.17053,2.708,4,2,1,1,1,1,0.30332,0,0,m,n,y,y,m,m,m,y,m,n,n,climateprotest,germany,11,adoptionovertime,countofparticipantsatprotesteventsrelatedtoclimate,#peopleestimated,4,,convert to cum
cli_ger_1.1Ado_d073_m019,climate protest,Germany,1.1,Adoption over Time,Count of protest events related to climate,# protest events,s3,0.55455,0.51177,54.467,2026,7.9243,5218.4,3.6135e-08,1976.3,-1.097e+05,0.92641,0.90188,71.314,50.782,0.92613,0.91136,71.446,51.438,0.601,0.5212,166.05,124.63,13,4,0.16844,0.062088,0.10635,4,0,3,0,0,1,0.53716,0,0,y,n,y,y,y,y,m,m,y,n,n,climateprotest,germany,11,adoptionovertime,countofprotesteventsrelatedtoclimate,#protestevents,1,,
cli_ger_1.1Ado_d240_m154,climate protest,Germany,1.1,Adoption over Time,cumulative Count of participants at protest events related to climate,cumulative # people (estimated),s3,4.0104,0.42036,173.78,2020.4,1.0958,2064.6,4.5604e-10,1953.2,-3.5001e+05,0.99946,0.99928,19.559,8.4271,0.83947,0.80737,336.47,247.98,0.59945,0.51934,531.5,476.34,13,4,1.0236,0.19417,0.82942,4,0,3,0,0,1,0.71867,0,0,y,n,y,y,y,y,y,y,y,n,n,climateprotest,germany,11,adoptionovertime,cumulativecountofparticipantsatprotesteventsrelatedtoclimate,cumulative#peopleestimated,,,
