Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin
crs_ger_2.5Var_d217_m25,car sharing,Germany,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,m9,0.1774,0.1774,1598.6,2091.5,24.771,3.8029e+09,1.5536e-07,1878.8,-3.2156e+06,0.95201,0.93601,1424.3,1309.1,0.95201,0.94241,1424.2,1309.1,0.84641,0.81569,2547.9,1923.9,13,13,6.9289e-06,3.4184e-07,6.5871e-06,13,0,12,0,0,1,0.7929,0,0,y,y,y,y,y,y,y,m,y,m,y
crs_ger_2.5Var_d218_m92,car sharing,Germany,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,m9,2.3639,0.11309,0.025934,2012.2,1.859,0.47376,2.3684,2034.8,-51.933,0.96928,0.96544,0.040667,0.023258,0.80496,0.78935,0.10247,0.084869,0.81521,0.80043,0.099738,0.080944,28,13,1.2902,0.38648,0.90368,13,0,12,0,0,1,0.91266,1,1,y,y,y,y,y,y,y,y,y,y,y
crs_ger_2.5Var_d237_m12,car sharing,Germany,2.5,Choice availability,station-based or combined - registered drivers,# drivers,m9,0.1802,0.12298,34099,2022.1,24.387,1.6793e+06,1.2683e-06,1800.9,-6.8249e+07,0.99698,0.9966,16241,11892,0.98846,0.98754,31729,26770,0.86946,0.85901,1.0673e+05,94183,28,28,0.59575,0.011314,0.58443,28,0,27,0,0,0,0.89494,0,0,y,y,y,y,y,y,y,y,y,y,y
crs_ger_2.5Var_d238_m25,car sharing,Germany,2.5,Choice availability,station-based or combined - registered vehicles,# vehicles,m9,0.13982,0.092324,574.33,2021.1,31.428,27468,0.00037292,1832.6,-1.1482e+06,0.99519,0.99459,334.41,282.16,0.98509,0.9839,588.97,511.95,0.92514,0.91915,1319.7,1138.2,28,28,0.61017,0.040047,0.57013,28,0,27,0,0,0,0.91945,0,0,y,y,y,y,y,y,y,y,y,y,y
crs_ger_2.9Int_d236_m25,car sharing,Germany,2.9,Interdependence with Hardware,shared vehicles,# vehicles,m9,0.14721,0.13432,1286,2034.2,29.852,2.232e+05,8.1127e-06,1857.6,-2.5741e+06,0.98412,0.98214,1444.1,1158.1,0.9837,0.98239,1463.4,1165.7,0.82147,0.80718,4842.6,3952.2,28,28,0.19314,0.0049283,0.18821,28,0,27,0,0,0,0.85959,0,0,y,y,y,y,y,y,y,m,y,m,y
crs_ger_3.5Mar_d126_m8,car sharing,Germany,3.5,Market Formation,NewStartups,# companies,m9,1291.7,0.054056,0.035705,2007.2,0.003402,1.2353,0.22507,1989.7,-70.97,0.31353,0.2633,0.83078,0.42614,0.18429,0.14545,0.90561,0.59713,0.21386,0.17643,0.88905,0.57887,45,13,4.0476,0.80952,3.2381,26,6,25,1,0,1,0.40351,0,1,m,y,y,m,m,m,m,y,m,m,m
crs_ger_3.5Mar_d171_m11,car sharing,Germany,3.5,Market Formation,PrivateEquityDeals,# deals,m9,0.62565,0.007646,0.070224,2014.7,7.0239,3.1875,1553.7,1.576e+05,-139.88,0.71447,0.69357,0.73545,0.34652,-0.26694,-0.32728,1.5492,0.71111,0.43908,0.41237,1.0308,0.80585,45,12,1.5686,0.31372,1.2549,13,2,12,1,0,1,0.82407,0,1,y,y,y,m,y,m,y,y,y,m,m
crs_ger_3.5Mar_d175_m27,car sharing,Germany,3.5,Market Formation,PrivateEquityInvestment,$ million,m9,2.9426,0.16696,1.4549,2019.5,1.4934,108.35,2.4318,2001.5,-2899.8,0.66154,0.63677,23.223,6.3209,0.43417,0.40722,30.026,12.79,0.22406,0.18711,35.162,21.702,45,10,1.9906,0.022677,1.968,12,2,8,1,1,1,0.70249,0,0,m,y,y,m,y,m,y,y,m,m,m
crs_ger_3.5Mar_d200_m27,car sharing,Germany,3.5,Market Formation,TotalFundraisingAmount,$ million,m9,38.085,0.18962,9.2407,2020.1,0.11538,824.44,5.2289e-05,1937.3,-18420,0.46344,0.42418,250.29,68.825,0.26397,0.22892,293.15,95.273,0.12336,0.081614,319.92,142.01,45,12,2.7343,0.0014463,2.7329,13,3,7,1,1,1,0.18926,0,0,m,y,y,m,m,m,m,y,m,m,m
crs_ger_3.5Mar_d204_m11,car sharing,Germany,3.5,Market Formation,TotalFundraisingDeals,# deals,m9,0.82349,0.012735,0.12398,2015.6,5.3364,5.9552,1552.6,1.577e+05,-246.89,0.79481,0.7798,1.0626,0.533,-0.31237,-0.37486,2.6874,1.3111,0.4711,0.44591,1.7061,1.2644,45,17,1.6792,0.16792,1.5113,39,3,38,0,0,1,0.82769,0,1,y,y,y,m,m,m,y,y,y,m,m
crs_ger_3.5Mar_d74_m128,car sharing,Germany,3.5,Market Formation,CumulativeStartups,cum. # companies,m9,0.23975,0.10589,0.51225,2015.7,18.329,27.299,9.7867,2014.2,-1019.8,0.98962,0.98886,0.78556,0.55153,0.95741,0.95538,1.5911,1.1577,0.74459,0.73243,3.8963,3.4729,45,28,0.84252,0.036631,0.80589,28,2,27,0,0,0,0.92947,0,1,y,y,y,y,y,y,y,y,y,y,y
crs_ger_4.1Kso_d213_m100,car sharing,Germany,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m9,21.647,0.12513,3.5117,2016.9,0.20301,58.071,0.65986,1987.5,-7051.1,0.77386,0.73395,14.922,7.5331,0.39756,0.33062,24.355,17.744,0.45924,0.39916,23.075,16.656,21,8,1.722,0.52183,1.2002,8,6,3,1,1,1,0.83842,0,1,y,y,y,y,y,y,y,y,y,y,y
crs_ger_4.2Kme_d1_m132,car sharing,Germany,4.2,Knowledge Flows (mass media),"""car sharing"" mention in books",index (2022=100),m9,0.20878,0.12447,4.1051,2018.2,21.049,155.13,0.18231,1970.2,-8213.7,0.97131,0.9674,5.6147,5.1835,0.95503,0.95112,7.03,5.9975,0.86257,0.85062,12.29,10.506,26,26,0.64463,0.0036045,0.64103,26,0,25,0,0,1,0.91067,0,1,y,y,y,y,y,y,y,y,y,y,y
crs_glo_3.3Leg_d235_m20,car sharing,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,m9,0.76721,0.15114,7.5509,2017.2,5.7278,599.57,0.00015335,1922.4,-14996,0.96724,0.96531,33.136,13.306,0.85719,0.85169,69.186,37.007,0.42869,0.40671,138.38,107.23,55,31,1.2142,0.0016679,1.2125,44,3,43,0,0,1,0.92661,0,0,y,y,y,y,y,y,y,y,y,y,y
crs_glo_3.5Mar_d126_m8,car sharing,Global,3.5,Market Formation,NewStartups,# companies,m9,0.60412,0.053732,0.42714,2008.7,7.2741,16.05,9.1395,2012.2,-849,0.62337,0.59581,5.1127,3.0809,0.38354,0.35418,6.5411,4.5711,0.44339,0.41688,6.2154,4.4379,45,35,1.8068,0.062304,1.7445,43,8,42,1,0,1,0.93314,0,1,m,y,y,y,y,y,y,y,y,m,y
crs_glo_3.5Mar_d171_m11,car sharing,Global,3.5,Market Formation,PrivateEquityDeals,# deals,m9,0.81266,0.099582,0.91647,2013.6,5.4075,38.125,6.9255,2004.9,-1825.3,0.90602,0.89914,4.8064,2.169,0.71392,0.70029,8.3858,5.9143,0.57633,0.55616,10.205,8.5432,45,19,1.3639,0.026229,1.3377,28,3,27,1,0,1,0.95044,0,1,y,y,y,y,y,y,y,y,y,y,y
crs_glo_3.5Mar_d175_m27,car sharing,Global,3.5,Market Formation,PrivateEquityInvestment,$ million,m9,0.1695,0.078857,72.166,2284.3,25.926,11726,0.005882,1856.7,-1.437e+05,-0.11534,-0.19695,2407.8,774.3,0.17664,0.13744,2068.8,1081.4,0.16899,0.12942,2078.4,1188.3,45,18,0.99699,0.00010988,0.99688,19,5,18,1,0,1,0.32313,0,0,n,y,y,m,m,m,m,y,m,n,m
crs_glo_3.5Mar_d200_m27,car sharing,Global,3.5,Market Formation,TotalFundraisingAmount,$ million,m9,,0.075492,154.29,,,,0.01763,1853.9,-3.0716e+05,,,,,0.28325,0.24912,3210.2,2079.3,0.27925,0.24493,3219.2,2256.2,45,19,,,,19,8,18,1,0,1,0.5282,0,0,n,y,y,m,m,m,m,m,m,n,m
crs_glo_3.5Mar_d204_m11,car sharing,Global,3.5,Market Formation,TotalFundraisingDeals,# deals,m9,0.68118,0.10081,1.381,2013.6,6.4512,57.915,1.6773,1986.9,-2750.4,0.92211,0.91641,6.4557,3.1016,0.75337,0.74162,11.487,7.9465,0.60123,0.58224,14.607,12.386,45,24,1.3295,0.017267,1.3123,39,3,38,0,0,1,0.94954,0,1,y,y,y,m,y,m,y,y,y,m,m
crs_glo_3.5Mar_d74_m128,car sharing,Global,3.5,Market Formation,CumulativeStartups,cum. # companies,m9,0.25922,0.10787,6.0866,2015.7,16.952,324.98,0.024613,1935.7,-12116,0.99432,0.99391,6.9906,5.8813,0.95891,0.95695,18.804,13.624,0.72618,0.71314,48.54,42.918,45,43,0.84928,0.0030771,0.8462,43,0,42,0,0,0,0.93268,0,0,y,y,y,y,y,y,y,y,y,y,y
crz_fra_1.1Ado_d58_m134,mobesity,France,1.1,Adoption over Time,Average weight of all new sales / registrations (kg),kg,b3,0.0031384,0.0031245,4.1338,3738.3,1400.2,3.0056e+05,120.58,1244.2,-6989,0.49631,0.41237,26.451,24.065,0.49632,0.4433,26.45,24.065,0.49518,0.44204,26.48,24.064,22,22,0.0047078,0.0041589,0.00054897,22,0,21,0,0,0,0.95385,0,0,m,y,y,y,y,y,y,m,y,m,y
crz_ger_1.1Ado_d53_m144,mobesity,Germany,1.1,Adoption over Time,Average length of all new car sales / registrations (kg),mm,b3,-0.00466,0.002317,10.033,7891.7,-943.02,4331.1,311,873.82,-15840,-4.5595e-12,-0.1875,61.826,55.5,0.8758,0.86119,21.789,12.5,0.87562,0.86098,21.805,12.46,20,20,1.0228,0.97666,0.046178,20,0,11,0,1,0,0.9499,0,0,n,y,y,y,y,y,y,m,y,n,y
crz_ger_1.1Ado_d57_m134,mobesity,Germany,1.1,Adoption over Time,Average weight of all new car sales / registrations (kg),kg,b3,0.0057984,0.0057937,8.4444,3239.3,757.87,1.8081e+06,58.198,1455.1,-15523,0.7495,0.70775,31.03,25.366,0.7495,0.72314,31.03,25.366,0.74668,0.72002,31.204,25.419,22,22,0.00090207,0.00075052,0.00015154,22,0,21,0,0,0,0.95208,0,0,y,y,y,y,y,y,y,m,y,m,y
crz_ger_4.1Kso_d213_m100,mobesity,Germany,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b3,0.0090896,-0.072543,-0.77922,-437.38,483.46,4.7619,-1519.5,-1.5515e+05,1574.1,-1.1471e-12,-0.17647,21.296,9.0703,-0.05,-0.16667,21.822,4.7619,0.049091,-0.056566,20.767,9.3342,21,1,21,21,0,1,0,0,0,0,,,0,1,n,n,m,m,m,m,m,m,m,n,n
crz_glo_3.3Leg_d235_m20,mobesity,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,b3,0.18327,0.045079,0.29105,2001.5,23.978,13.101,9.9349,2013.8,-575.58,0.79504,0.78298,2.4498,1.7596,0.68038,0.66809,3.0592,2.3272,0.72906,0.71864,2.8166,2.1875,55,45,1.5266,0.076328,1.4502,50,5,49,1,0,1,0.90591,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_den_1.1Ado_d148_m37,digital skills,Denmark,1.1,Adoption over time,Online activity: banking,% individuals,s1,0.1985,0.037215,2.9442,2005,22.138,97.809,1.0188,1897.7,-5850.7,0.99462,0.99362,1.2872,1.0208,0.88185,0.86795,6.0342,4.9538,0.93522,0.9276,4.4681,3.8336,20,20,0.96709,0.3836,0.58348,20,1,19,0,0,0,0.95481,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_den_1.1Ado_d149_m37,digital skills,Denmark,1.1,Adoption over time,Online activity: doing online course,% individuals,s1,0.12111,0.11247,0.97976,2038.2,36.286,151.26,8.3392,2014.8,-1964.2,0.83896,0.77858,2.2693,1.6335,0.83875,0.80292,2.2708,1.613,0.79716,0.75208,2.5469,1.9454,12,12,0.14743,0.022015,0.12541,16,1,10,0,0,0,0.87309,0,1,y,y,y,y,y,y,y,m,y,m,y
dig_den_1.1Ado_d150_m37,digital skills,Denmark,1.1,Adoption over time,Online activity: emailing,% individuals,s1,-0.090995,0.022031,1.8675,2446.2,-48.293,81.95,2.6054,1855.9,-3675.5,-2.7165e-12,-0.1875,12.385,10.549,0.84334,0.82491,4.9021,4.0747,0.87415,0.85934,4.3937,3.6484,20,20,1.1711,0.65345,0.51764,21,2,19,0,0,0,0.95551,0,1,n,y,y,y,y,y,y,y,y,n,y
dig_den_1.1Ado_d151_m37,digital skills,Denmark,1.1,Adoption over time,Online activity: finding info,% individuals,s1,-0.066242,0.021423,1.699,2481.7,-66.339,76.063,2.8807,1860.1,-3343.2,-1.6032e-13,-0.16667,11.665,9.705,0.81889,0.79983,4.9644,4.2608,0.85381,0.83843,4.4602,3.9323,22,22,1.1832,0.64657,0.53666,22,3,21,1,0,0,0.95826,0,1,n,y,y,y,y,y,y,y,y,n,y
dig_den_1.1Ado_d152_m37,digital skills,Denmark,1.1,Adoption over time,Online activity: selling,% individuals,s1,0.50052,0.053186,1.4317,2006.3,8.7798,30.399,5.1741,1984.6,-2857.4,0.88196,0.86112,3.4494,2.9378,0.64435,0.60484,5.9874,4.8165,0.7456,0.71734,5.0638,4.3354,21,21,1.2119,0.097371,1.1145,21,7,20,1,0,1,0.94463,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_den_1.1Ado_d153_m37,digital skills,Denmark,1.1,Adoption over time,Online activity: social networks,% individuals,s1,0.15728,0.038018,2.849,2009.6,27.94,98.969,0.85584,1899.8,-5672.1,0.96678,0.95255,1.7652,1.2006,0.93265,0.91581,2.5136,2.1238,0.95106,0.93882,2.1427,1.7789,11,11,0.8631,0.55937,0.30373,12,1,10,0,0,0,0.91489,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_den_2.9Int_d4_m28,digital skills,Denmark,2.9,Inter-dependence with hardware,% households with a computer,%,s1,-0.069939,0.023105,1.9516,2462,-62.833,74.064,2.6294,1863.9,-3843.8,-5.7065e-14,-0.10714,21.178,17.571,0.63618,0.61108,12.774,11.192,0.72394,0.7049,11.127,9.9385,32,32,1.2827,0.31594,0.96673,32,7,31,1,0,0,0.97687,0,1,n,y,y,y,y,y,y,y,y,n,y
dig_glo_3.3Leg_d235_m20,digital skills,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,s1,0.29752,0.17477,18.994,2021,14.771,2545,0.00053924,1937.6,-37721,0.99421,0.99387,33.596,15.92,0.98226,0.98158,58.826,34.232,0.46603,0.44549,322.75,246.5,55,30,0.67938,0.00039293,0.67898,31,1,30,0,0,1,0.88042,0,0,y,y,y,y,y,y,y,y,y,y,y
dig_ita_1.1Ado_d148_m37,digital skills,Italy,1.1,Adoption over time,Online activity: banking,% individuals,s1,0.1209,0.089434,2.2435,2024.4,36.347,110.37,0.82521,1976.4,-4492,0.98954,0.9873,1.2026,1.0764,0.98623,0.98439,1.38,1.0956,0.97957,0.97685,1.6809,1.3059,18,18,0.43807,0.069221,0.36885,18,0,17,0,0,0,0.90973,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_ita_1.1Ado_d149_m37,digital skills,Italy,1.1,Adoption over time,Online activity: doing online course,% individuals,s1,0.20457,0.20456,0.99873,2077.7,21.481,1.7432e+06,11.11,2019.2,-2004.9,0.90814,0.87752,1.7854,1.5248,0.90814,0.88977,1.7854,1.5248,0.71029,0.65235,3.1706,2.6612,13,13,1.1158e-05,9.6375e-07,1.0194e-05,16,1,12,0,0,0,0.79837,0,1,y,y,y,y,y,y,y,m,y,m,y
dig_ita_1.1Ado_d150_m37,digital skills,Italy,1.1,Adoption over time,Online activity: emailing,% individuals,s1,0.1394,0.047924,2.3821,2009.4,31.524,77.811,0.99398,1933,-4747.9,0.97498,0.96921,2.0249,1.7523,0.94716,0.93961,2.9425,2.5327,0.97347,0.96968,2.085,1.8532,17,17,0.90232,0.34018,0.56213,18,0,16,0,0,0,0.93334,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_ita_1.1Ado_d151_m37,digital skills,Italy,1.1,Adoption over time,Online activity: finding info,% individuals,s1,0.042366,0.042363,1.5946,2244.6,103.73,6.5226e+05,1.686,1940.9,-3173.3,0.83294,0.79953,3.9375,3.3859,0.83295,0.81206,3.9375,3.3858,0.82193,0.79967,4.0653,3.5112,19,19,8.9504e-05,3.2441e-05,5.7063e-05,19,0,18,0,0,0,0.93104,0,1,y,y,y,y,y,y,y,m,y,m,y
dig_ita_1.1Ado_d152_m37,digital skills,Italy,1.1,Adoption over time,Online activity: selling,% individuals,s1,0.091017,0.079185,0.58495,2036.1,48.282,59.932,11.135,2019.9,-1170.5,0.7884,0.74306,1.5578,1.4271,0.78818,0.75994,1.5586,1.4288,0.80307,0.77682,1.5028,1.3123,18,18,0.24294,0.028365,0.21457,18,0,17,0,0,0,0.89211,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_ita_1.1Ado_d153_m37,digital skills,Italy,1.1,Adoption over time,Online activity: social networks,% individuals,s1,-0.12294,0.053697,2.2662,2241.4,-35.746,41.607,0.91182,1946,-4529.2,-2.5155e-11,-0.42857,7.7276,6.2357,0.92166,0.90207,2.163,1.8344,0.94533,0.93166,1.8068,1.4455,11,11,1.2784,0.63234,0.64604,12,0,10,0,0,0,0.90694,0,1,n,y,y,y,y,y,y,y,y,n,y
dig_ita_2.9Int_d4_m28,digital skills,Italy,2.9,Inter-dependence with hardware,% households with a computer,%,s1,0.26892,0.031063,1.8968,2001.2,16.341,67.885,2.0558,1905.6,-3758.7,0.97071,0.96671,2.8144,2.3768,0.70578,0.6802,8.9193,7.1363,0.79519,0.77738,7.4417,6.3119,26,26,1.048,0.246,0.80201,27,10,25,1,0,0,0.96842,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_nor_1.1Ado_d148_m37,digital skills,Norway,1.1,Adoption over time,Online activity: banking,% individuals,s1,0.24092,0.026139,2.2572,2002.7,18.24,95.858,1.9138,1869.3,-4460.9,0.99536,0.99449,0.95237,0.83767,0.82055,0.79944,5.9203,4.8219,0.86735,0.85174,5.0901,4.2017,20,20,1.0028,0.507,0.49584,20,1,19,0,0,0,0.95717,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_nor_1.1Ado_d149_m37,digital skills,Norway,1.1,Adoption over time,Online activity: doing online course,% individuals,s1,0.12427,0.12427,1.3285,2116.4,35.361,3.1531e+06,4.9141,2008.8,-2664.2,0.96726,0.95635,1.2657,0.97435,0.96726,0.96071,1.2657,0.97433,0.89131,0.86957,2.3061,1.9493,13,13,8.3697e-06,1.2496e-06,7.1201e-06,16,0,12,0,0,0,0.84079,0,1,y,y,y,y,y,y,y,m,y,m,y
dig_nor_1.1Ado_d150_m37,digital skills,Norway,1.1,Adoption over time,Online activity: emailing,% individuals,s1,0.18703,0.018863,1.6518,1999.8,23.496,96.96,3.3543,1841.6,-3239.5,0.98779,0.98535,1.141,0.93599,0.86368,0.84664,3.8126,3.3507,0.89241,0.87896,3.3871,2.9467,19,19,0.99649,0.66419,0.3323,20,1,18,0,0,0,0.95195,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_nor_1.1Ado_d151_m37,digital skills,Norway,1.1,Adoption over time,Online activity: finding info,% individuals,s1,0.15155,0.017703,1.4879,1998.8,28.997,94.917,4.4356,1848.4,-2912.9,0.88834,0.86864,3.2808,2.6953,0.82346,0.80384,4.1254,3.4108,0.84202,0.82446,3.9025,3.2785,21,21,1.0075,0.64625,0.36126,21,1,20,0,0,0,0.95334,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_nor_1.1Ado_d152_m37,digital skills,Norway,1.1,Adoption over time,Online activity: selling,% individuals,s1,0.32992,0.08005,1.9704,2010.3,13.32,36.327,1.2782,1978.1,-3943.6,0.95993,0.95242,2.3554,1.9232,0.8429,0.82441,4.6638,4.1225,0.93242,0.92447,3.0588,2.4539,20,20,1.0832,0.094419,0.98878,20,1,19,0,0,0,0.93329,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_nor_1.1Ado_d153_m37,digital skills,Norway,1.1,Adoption over time,Online activity: social networks,% individuals,s1,0.18328,0.035188,2.8042,2008.8,23.976,98.346,1.0602,1894.8,-5577.3,0.98783,0.98261,1.0472,0.87753,0.9373,0.92162,2.3771,1.8068,0.95913,0.94892,1.919,1.3931,11,11,0.91158,0.59952,0.31206,12,0,10,0,0,0,0.91501,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_nor_2.9Int_d4_m28,digital skills,Norway,2.9,Inter-dependence with hardware,% households with a computer,%,s1,0.13851,0.02964,2.4041,1997,31.727,103.33,1.6138,1876.3,-4745.9,0.96664,0.96075,2.9395,2.1318,0.89011,0.8779,5.3352,3.9593,0.93106,0.9234,4.2258,3.1692,21,21,0.94416,0.37743,0.56672,23,1,20,0,0,0,0.9593,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_pol_1.1Ado_d148_m37,digital skills,Poland,1.1,Adoption over time,Online activity: banking,% individuals,s1,0.21109,0.085254,2.7755,2012.8,20.818,60.33,0.64686,1969,-5556.7,0.96738,0.96085,2.771,2.2923,0.92389,0.91437,4.2325,3.5076,0.98191,0.97965,2.0635,1.563,19,19,0.92077,0.066799,0.85397,19,0,18,0,0,0,0.92468,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_pol_1.1Ado_d149_m37,digital skills,Poland,1.1,Adoption over time,Online activity: doing online course,% individuals,s1,0.15611,0.1561,0.55907,2083.7,28.15,1.5166e+05,1.5817,2010.3,-1122.2,0.86578,0.80826,1.1296,0.79907,0.86578,0.83223,1.1296,0.79908,0.76564,0.70706,1.4927,1.0967,11,11,7.5695e-05,8.5718e-06,6.7124e-05,15,1,9,0,0,0,0.83341,0,1,y,y,y,y,y,y,y,m,y,m,y
dig_pol_1.1Ado_d150_m37,digital skills,Poland,1.1,Adoption over time,Online activity: emailing,% individuals,s1,0.21229,0.050543,2.6241,2007.6,20.7,69.794,0.85414,1933.6,-5233.3,0.97355,0.96788,2.4555,2.1389,0.89634,0.88252,4.8607,3.9928,0.94963,0.94292,3.3882,2.6721,18,18,0.99221,0.27596,0.71625,19,0,17,0,0,0,0.94406,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_pol_1.1Ado_d151_m37,digital skills,Poland,1.1,Adoption over time,Online activity: finding info,% individuals,s1,0.1885,0.058067,2.8591,2010.2,23.313,74.532,0.70314,1942.3,-5710.7,0.95059,0.94132,3.7794,2.7844,0.88493,0.87139,5.7676,4.958,0.94022,0.93319,4.157,3.4143,20,20,0.99621,0.19763,0.79858,20,1,19,0,0,0,0.94695,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_pol_1.1Ado_d152_m37,digital skills,Poland,1.1,Adoption over time,Online activity: selling,% individuals,s1,0.33428,0.064235,0.69807,2009.4,13.146,13.843,8.9972,2013.3,-1395.9,0.86754,0.84105,1.5733,1.2221,0.67631,0.63585,2.4594,1.9974,0.78231,0.7551,2.0169,1.6401,19,19,1.1255,0.06935,1.0561,19,6,18,1,0,1,0.93688,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_pol_1.1Ado_d153_m37,digital skills,Poland,1.1,Adoption over time,Online activity: social networks,% individuals,s1,0.067991,0.054671,2.5216,2038.2,64.633,243.16,0.75307,1941.6,-5039,0.973,0.96143,1.3979,1.0648,0.97258,0.96572,1.4088,1.133,0.96574,0.95717,1.5747,1.1448,11,11,0.24926,0.14513,0.10413,12,0,9,0,1,0,0.89965,0,1,y,y,y,y,y,y,y,m,y,m,y
dig_pol_2.9Int_d4_m28,digital skills,Poland,2.9,Inter-dependence with hardware,% households with a computer,%,s1,0.31138,0.05611,3.7382,2005.2,14.113,83.096,0.50382,1925.6,-7453.8,0.99586,0.99504,1.3756,1.1496,0.82776,0.80623,8.8772,7.6368,0.91627,0.90581,6.1892,5.2927,19,19,1.0003,0.22745,0.7729,19,0,18,0,0,0,0.95029,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_por_1.1Ado_d148_m37,digital skills,Portugal,1.1,Adoption over time,Online activity: banking,% individuals,s1,0.10412,0.10175,2.5048,2052,42.207,1363.4,0.65374,1978,-5015.1,0.98466,0.98178,1.8418,1.3932,0.98463,0.98283,1.8431,1.3926,0.94353,0.93689,3.5334,2.59,20,20,0.042136,0.0044593,0.037677,20,0,19,0,0,0,0.89948,0,1,y,y,y,y,y,y,y,m,y,m,y
dig_por_1.1Ado_d149_m37,digital skills,Portugal,1.1,Adoption over time,Online activity: doing online course,% individuals,s1,0.22435,0.22131,1.0046,2038.7,19.588,811.83,11.747,2019.8,-2017.4,0.87167,0.82889,2.1515,1.6392,0.87166,0.846,2.1516,1.6326,0.69133,0.6296,3.3368,2.77,13,13,0.024821,0.001318,0.023503,16,1,12,0,0,1,0.80154,0,1,y,y,y,y,y,y,y,m,y,m,y
dig_por_1.1Ado_d150_m37,digital skills,Portugal,1.1,Adoption over time,Online activity: emailing,% individuals,s1,0.16064,0.054963,2.7688,2009.3,27.356,80.269,0.73541,1937.2,-5523.7,0.98494,0.98193,2.0243,1.6167,0.94302,0.9359,3.9378,3.1816,0.98245,0.98026,2.1854,1.7022,19,19,0.92477,0.24779,0.67697,20,0,18,0,0,0,0.93895,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_por_1.1Ado_d151_m37,digital skills,Portugal,1.1,Adoption over time,Online activity: finding info,% individuals,s1,0.13953,0.05323,2.7151,2010.8,31.494,86.97,0.78248,1936.2,-5416.4,0.98534,0.98275,2.0072,1.5207,0.94847,0.94274,3.7631,2.9909,0.98367,0.98185,2.1186,1.6734,21,21,0.84144,0.24169,0.59975,21,0,20,0,0,0,0.94489,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_por_1.1Ado_d152_m37,digital skills,Portugal,1.1,Adoption over time,Online activity: selling,% individuals,s1,0.58332,0.10287,0.58546,2012.3,7.5335,9.2278,9.6556,2020.3,-1173.3,0.9831,0.97948,0.46227,0.38269,0.83614,0.81429,1.4396,1.2814,0.9168,0.90571,1.0258,0.86642,18,18,1.0674,0.057435,1.01,20,1,17,0,0,0,0.93205,0,1,y,y,y,y,y,y,y,y,y,y,y
dig_por_1.1Ado_d153_m37,digital skills,Portugal,1.1,Adoption over time,Online activity: social networks,% individuals,s1,0.23754,0.054581,3.0203,2011.7,18.5,72.043,0.62605,1935.6,-6037.8,0.98927,0.98468,1.0567,0.8765,0.92794,0.90992,2.7389,2.0021,0.96322,0.95403,1.9566,1.5315,11,11,0.92611,0.43737,0.48873,12,0,10,0,0,0,0.91446,0,1,y,y,y,y,y,y,y,y,y,y,y
