Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae
non_glo_1.1Ado_d120_m116,non-cash transactions,Global,1.1,Adoption over time,Market size of payments worldwide (also by world region),Total payments revenue (trillion $),s9,0.05318,0.053179,0.078638,2218.1,82.633,74313,5.3468,2038.7,-156.88,0.93429,0.92021,0.11009,0.079115,0.93429,0.92553,0.11009,0.079114,0.90244,0.88943,0.13414,0.10636
non_glo_1.1Ado_d136_m110,non-cash transactions,Global,1.1,Adoption over time,Number of digital payments worldwide (also by world region),Number (billion) of cashless transactions,s9,,0.14478,97.965,,,,0.00013235,1911.7,-1.9698e+05,,,,,0.9971,0.99638,17.136,14.294,0.94764,0.93455,72.819,64.157
non_glo_4.2Kme_d145_m98,non-cash transactions,Global,4.2,Knowledge flows,"Number of times ""cashless society"" appears in the Google Ngram corpus between 2005 and 2022","Indexed to ""digital payments"" (100=2022)",s9,0.056973,0.0037254,0.029582,2215.2,77.132,50936,1554.7,1.5754e+05,-59.017,0.83929,0.80485,0.070611,0.06118,-10.687,-12.245,0.60215,0.57581,0.75925,0.72715,0.086424,0.078725
non_glo_4.2Kme_d146_m98,non-cash transactions,Global,4.2,Knowledge flows,"Number of times ""cashless"" appears in the Google Ngram corpus between 2005 and 2022","Indexed to ""digital payments"" (100=2022)",s9,0.065415,0.065414,1.0684,2189.6,67.178,1.8155e+06,0.9968,1969.2,-2131.7,0.64641,0.57064,4.5872,3.9974,0.64641,0.59926,4.5872,3.9974,0.51632,0.45183,5.365,4.7798
non_glo_4.2Kme_d147_m98,non-cash transactions,Global,4.2,Knowledge flows,"Number of times ""digital payments"" appears in the Google Ngram corpus between 2005 and 2022","Indexed to ""digital payments"" (100=2022)",s9,0.6012,0.24541,5.8245,2019.3,7.3094,109.42,0.052774,1991.8,-11707,0.99866,0.99837,1.2518,0.92611,0.95587,0.94999,7.1787,5.7979,0.78189,0.75281,15.96,14.427
non_swe_1.1Ado_d165_m40,non-cash transactions,Sweden,1.1,Adoption over time,Percentage of people who paid cash for their last in-store purchase,% most recent in-store purchase in cash,s9,-0.1361,-0.1361,-2.3454,1933.9,-32.288,1.2473e+06,32.654,2011.5,4749.2,0.97251,0.95189,1.8215,1.4168,0.97251,0.96151,1.8215,1.4168,0.88242,0.83539,3.7669,3.4568
non_swe_4.5Inf_d117_m111,non-cash transactions,Sweden,4.5,Physical Infrastructure Dependence,"Locations for deposit of daily takings, number per type of service",Number of locations for depositing daily cash takings,s9,-0.13897,-0.13897,-160.76,1932.1,-31.622,2.2349e+08,2194.4,2015.1,3.2592e+05,0.93911,0.89344,97.554,81.209,0.93911,0.91475,97.554,81.209,0.86814,0.81539,143.56,116.1
non_swe_4.5Inf_d140_m112,non-cash transactions,Sweden,4.5,Physical Infrastructure Dependence,"Number of locations for cash withdrawals, deposits of daily takings and over-the-counter payments",Number of locations for withdrawing/using/depositing cash,s9,,-0.08989,-506.64,,,,9657.1,2013.5,1.0289e+06,,,,,0.98933,0.98506,121.56,110.9,0.9732,0.96248,192.65,181.09
non_uki_1.1Ado_d224_m32,non-cash transactions,United Kingdom,1.1,Adoption over time,proportion of cash payment methods to all payment methods (point of sale),% cash payments as total number of PoS payments,s9,-0.48592,-0.15569,-2.7,2020.9,-9.0435,27.773,31.728,2015.4,5470.4,0.67932,0.19829,3.7385,3.1259,0.61894,0.36489,4.0753,3.0505,0.65048,0.41746,3.903,3.2
non_uki_1.1Ado_d225_m33,non-cash transactions,United Kingdom,1.1,Adoption over time,proportion of cash payments to all payment types (in store PoS),% cash payments as total number of in-store PoS payments,s9,-0.12968,-0.056555,-1.7994,2010.8,-33.887,60.499,51.031,2000.5,3648.4,0.99267,0.99145,0.97935,0.82165,0.96514,0.96148,2.136,1.6616,0.99556,0.99509,0.76239,0.66159
non_uki_1.1Ado_d226_m34,non-cash transactions,United Kingdom,1.1,Adoption over time,proportion of cash payments to all payment types (total numbers),% cash payments of total number of payments,s9,-0.31988,-0.093685,-3.6731,2017.7,-13.738,60.898,65.763,2008.8,7441,0.99245,0.99039,1.4025,1.1462,0.89962,0.88289,5.1134,4.5971,0.96684,0.96131,2.9391,2.5887
non_uki_2.5Var_d216_m75,non-cash transactions,United Kingdom,2.5,Variety,most used e-commerce payment methods,% online shopping payments by credit or debit card,s9,-0.80554,-0.0093825,-0.47464,2025.7,-5.4553,50.476,81.155,1966.2,1007.8,0.61444,0.22889,1.3453,1.1348,0.26329,-0.10507,1.8596,1.7138,0.27034,-0.094494,1.8507,1.7081
non_uki_2.5Var_d216_m76,non-cash transactions,United Kingdom,2.5,Variety,most used e-commerce payment methods,% online shopping payments by e-wallet,s9,0.067578,0.06757,2.0072,2154.1,65.028,2.6553e+05,5.0827,1993.3,-4023.5,0.94472,0.88943,1.1577,0.93824,0.94472,0.91708,1.1577,0.93824,0.93604,0.90406,1.2453,1.0207
non_uki_2.9Int_d48_m149,non-cash transactions,United Kingdom,2.9,Interdependence (with hardware),Annual credit card and debit cards issued,total number of credit cards and debit cards in circulation,s9,0.31696,0.0125,1.8815e+06,1997.9,13.864,1.5455e+08,5.4341,643.48,-3.639e+09,0.9495,0.94153,3.3372e+06,2.8323e+06,0.67878,0.64665,8.4171e+06,6.5732e+06,0.70622,0.67684,8.0495e+06,6.3206e+06
non_uki_4.5Inf_d141_m115,non-cash transactions,United Kingdom,4.5,Physical Infrastructure Dependence,Number of point of sale (PoS) terminals,Total number of POS terminals,s9,0.38911,0.045006,1.0908e+05,2011.6,11.293,2.6805e+06,0.051052,1626.2,-2.1777e+08,0.78363,0.69091,2.003e+05,1.5623e+05,0.59382,0.49228,2.7444e+05,2.2143e+05,0.64165,0.55206,2.5778e+05,1.9873e+05
non_usa_1.1Ado_d186_m31,non-cash transactions,United States,1.1,Adoption over time,Share of payment instrument use for all payments,% cash payments as % of all payments,s9,-0.13854,-0.10211,-2.3473,2011.5,-31.719,91.405,40.789,2013.7,4763.5,0.93706,0.88985,1.3997,1.0635,0.93577,0.91008,1.414,1.0382,0.92925,0.90095,1.484,1.1051
non_usa_3.2Adc_d184_m77,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by age group,% payments by cash (18-24 age group),s9,-0.53514,-0.1317,-3.5332,2021.1,-8.2118,37.393,44.764,2014.7,7160.1,0.8691,0.77092,3.2397,2.8477,0.75869,0.66216,4.3986,3.7435,0.81741,0.74438,3.8262,3.267
non_usa_3.2Adc_d184_m78,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by age group,% payments by cash (25-54 age group),s9,-0.1386,-0.1386,-2.6339,1943,-31.706,7.5374e+05,34.065,2015.2,5338.8,0.95517,0.92154,1.329,1.0921,0.95517,0.93723,1.329,1.0921,0.92453,0.89434,1.7243,1.3716
non_usa_3.2Adc_d184_m79,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by age group,% payments by cash (55 and older age group),s9,-0.19102,-0.066558,-1.9052,2022.5,-23.005,44.514,48.785,2011.1,3875.8,0.86744,0.76803,1.7121,1.3619,0.85127,0.79178,1.8135,1.4205,0.86182,0.80655,1.748,1.4009
non_usa_3.2Adc_d185_m80,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $100,000 – $149,999)",s9,-0.15379,-0.15378,-1.2896,1949.9,-28.575,3.7885e+05,15.957,2015.4,2613.4,0.80614,0.66074,1.5036,1.1405,0.80614,0.72859,1.5036,1.1406,0.74862,0.64807,1.7122,1.3704
non_usa_3.2Adc_d185_m81,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $25,000 – $49,999)",s9,-0.098356,-0.098352,-0.99516,1915.8,-44.679,2.7843e+05,14.544,2016.1,2020.4,0.76807,0.59412,1.2864,1.0657,0.76807,0.6753,1.2864,1.0657,0.72865,0.62011,1.3915,1.2058
non_usa_3.2Adc_d185_m82,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $50,000 – $74,999)",s9,-0.11113,-0.11008,-0.99508,1977,-39.544,1015.7,14.788,2014.9,2018.8,0.82128,0.68723,1.0754,0.89179,0.82128,0.74979,1.0754,0.89184,0.80335,0.72469,1.1281,0.96973
non_usa_3.2Adc_d185_m83,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $75,000 – $99,999)",s9,-0.14726,-0.14726,-1.1879,1944.8,-29.842,5.0449e+05,15.392,2015.4,2408,0.79193,0.63588,1.4663,1.1956,0.79193,0.7087,1.4663,1.1956,0.71697,0.60376,1.7102,1.4085
non_usa_3.2Adc_d185_m84,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income greater than $150,000)",s9,-0.18077,-0.18077,-1.4767,1954.8,-24.31,9.9e+05,11.54,2017.6,2991.2,0.93022,0.87789,0.97039,0.80966,0.93022,0.90231,0.97039,0.80966,0.84833,0.78766,1.4307,1.2162
non_usa_3.2Adc_d185_m85,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income less than $25,000)",s9,-0.080577,-0.080575,-0.70349,1881.3,-54.538,6.4245e+05,11.891,2016.6,1430.3,0.74829,0.5595,0.97818,0.80449,0.74829,0.6476,0.97818,0.80449,0.6835,0.5569,1.0969,0.91867
org_aus_1.1Ado_d155_m151,Organic food consumption,Austria,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,0.1287,0.087699,11.328,2020.5,34.145,503.74,0.063093,1925.8,-22651,0.98645,0.98431,8.8864,7.7509,0.97869,0.97656,11.145,9.8434,0.96857,0.96543,13.535,10.624
org_aus_1.1Ado_d158_m139,Organic food consumption,Austria,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,0.12714,0.093474,102.88,2023,34.564,5348.6,0.0034579,1877.1,-2.0577e+05,0.98853,0.98671,74.618,65.209,0.98343,0.98177,89.674,79.069,0.95972,0.95569,139.81,109.97
org_aus_1.1Ado_d159_m29,Organic food consumption,Austria,1.1,Adoption over time,Organic retail sales share [%],%,b2,0.057689,0.057688,0.3994,2206.7,76.175,4.9541e+05,9.2857,2018,-796.66,0.98329,0.98015,0.30454,0.21624,0.98329,0.98132,0.30454,0.21623,0.95583,0.95064,0.49506,0.44213
org_aus_2.2Rel_d102_m148,Organic food consumption,Austria,2.2,Relative Advantage (Profitability),Free range EGGS price,sales price (€/100 pieces),b2,0.026066,0.026065,0.38252,2401.7,168.59,3.6428e+05,5.6205,1976.6,-755.37,0.70079,0.63174,1.254,1.0469,0.70079,0.65804,1.254,1.0469,0.66818,0.62078,1.3206,1.0531
org_aus_2.2Rel_d150_m148,Organic food consumption,Austria,2.2,Relative Advantage (Profitability),Organic EGGS price,sales price (€/100 pieces),b2,0.039026,0.039026,0.82724,2301,112.6,1.5638e+06,2.9553,1963.3,-1644.2,0.79243,0.74054,2.0336,1.7064,0.79243,0.7605,2.0336,1.7064,0.72985,0.68829,2.32,1.9297
org_aus_2.2Rel_d151_m147,Organic food consumption,Austria,2.2,Relative Advantage (Profitability),Organic MILK price,price (€c/kg),b2,0.020901,0.0209,0.82144,2475.3,210.25,6.6608e+05,4.1409,1901.7,-1610.7,0.84929,0.83191,3.0208,2.4916,0.8493,0.83813,3.0208,2.4916,0.83484,0.82261,3.1623,2.5815
org_aus_2.2Rel_d46_m147,Organic food consumption,Austria,2.2,Relative Advantage (Profitability),All qualities MILK price,price (€c/kg),b2,0.018599,0.018598,0.61495,2542.3,236.28,6.8729e+05,5.1168,1907.4,-1201.1,0.71103,0.67769,3.471,2.8001,0.71103,0.68963,3.471,2.8001,0.67952,0.65579,3.6553,2.9007
org_aus_2.2Rel_d68_m148,Organic food consumption,Austria,2.2,Relative Advantage (Profitability),Conventional EGGS price,sales price (€/100 pieces),b2,0.029166,0.029165,0.30308,2371.2,150.67,3.8817e+05,8.2897,2002.4,-598.59,0.85113,0.83083,0.96597,0.73057,0.85113,0.83818,0.96596,0.73058,0.82439,0.80912,1.0491,0.75998
org_aus_2.2Rel_d69_m147,Organic food consumption,Austria,2.2,Relative Advantage (Profitability),Conventional MILK price,price (€c/kg),b2,0.016061,0.01606,0.51388,2619.2,273.61,5.9419e+05,5.7528,1900.4,-999.13,0.60623,0.56079,3.6663,2.9236,0.60623,0.57706,3.6663,2.9236,0.57955,0.5484,3.7885,2.9783
org_aus_2.5Var_d154_m1,Organic food consumption,Austria,2.5,Variety (Choice Availability),Organic importers,#,b2,1.5215,-0.0086005,-0.89328,2002,2.8882,94.052,159.54,1937.6,1881.3,0.20233,0.076382,40.189,36.192,0.014222,-0.084355,44.677,40.305,0.01734,-0.080926,44.606,40.184
org_aus_2.5Var_d156_m1,Organic food consumption,Austria,2.5,Variety (Choice Availability),Organic processors,#,b2,0.13595,0.050098,69.541,2008.4,32.323,2331,0.019153,1789.4,-1.3851e+05,0.74082,0.6999,273.26,189.05,0.71153,0.68268,288.29,190.59,0.73854,0.71239,274.46,181.54
org_aus_2.5Var_d157_m1,Organic food consumption,Austria,2.5,Variety (Choice Availability),Organic producers,#,b2,0.014317,0.014314,307.49,2604.6,306.93,1.0571e+08,24.615,1537.8,-5.9674e+05,0.87163,0.85136,785.38,599.13,0.87163,0.85879,785.38,599.13,0.86585,0.85244,802.84,604.68
org_aus_4.5Inf_d152_m128,Organic food consumption,Austria,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,0.018602,0.018601,10340,2521.7,236.23,7.4526e+09,26.666,1476.2,-2.0232e+07,0.91715,0.90407,20725,16205,0.91715,0.90886,20725,16204,0.90745,0.89819,21905,16740
org_aus_4.5Inf_d153_m29,Organic food consumption,Austria,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,0.025966,0.025965,0.52981,2389,169.24,3.7226e+05,4.6095,1953.9,-1044.8,0.95604,0.9491,0.75711,0.57796,0.95604,0.95165,0.75711,0.57795,0.94715,0.94186,0.8302,0.67295
org_can_1.1Ado_d155_m151,Organic food consumption,Canada,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,0.087828,0.087827,6.7076,2149.7,50.035,1.0281e+07,0.070498,1935.6,-13435,0.9389,0.92223,7.575,6.4423,0.9389,0.92871,7.575,6.4423,0.89435,0.87674,9.9608,7.8839
org_can_1.1Ado_d158_m139,Organic food consumption,Canada,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,0.10347,0.10347,222.79,2132.7,42.471,5.1721e+08,0.00090264,1871.1,-4.4589e+05,0.96967,0.96431,248.6,204.83,0.96967,0.9663,248.6,204.83,0.89326,0.8814,466.33,363.89
org_can_1.1Ado_d159_m29,Organic food consumption,Canada,1.1,Adoption over time,Organic retail sales share [%],%,b2,0.023678,0.0068163,0.064835,2410.4,185.59,32146,1554.7,1.5754e+05,-127.87,0.70542,0.61705,0.17098,0.13896,-79.408,-94.028,2.8248,2.8071,0.68835,0.63169,0.17586,0.14411
org_can_2.5Var_d156_m1,Organic food consumption,Canada,2.5,Variety (Choice Availability),Organic processors,#,b2,0.18004,0.055529,72.986,2007.9,24.408,2017.3,0.0028206,1778.4,-1.4556e+05,0.95804,0.95141,101.96,78.05,0.88158,0.86973,171.29,143.02,0.94606,0.94066,115.61,94.574
org_can_2.5Var_d157_m1,Organic food consumption,Canada,2.5,Variety (Choice Availability),Organic producers,#,b2,0.037343,0.037343,144.68,2313.8,117.68,3.3316e+08,0.5073,1770.1,-2.8673e+05,0.81734,0.7885,473.41,402.11,0.81734,0.79908,473.4,402.09,0.75071,0.72578,553.05,458.94
org_can_4.5Inf_d152_m128,Organic food consumption,Canada,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,0.073557,0.060574,50381,2034.7,59.742,5.3422e+06,0.004532,1697.8,-1.0047e+08,0.96566,0.96024,63775,49116,0.96452,0.96097,64823,46962,0.94303,0.93733,82143,70675
org_can_4.5Inf_d153_m29,Organic food consumption,Canada,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,0.080498,0.0097573,0.094328,2041.2,54.591,15.186,1553.2,1.5767e+05,-188.33,0.96489,0.95935,0.12218,0.09506,-4.4031,-4.9434,1.5157,1.3683,0.92077,0.91285,0.18354,0.16457
org_den_1.1Ado_d155_m151,Organic food consumption,Denmark,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,0.12476,0.094851,16.074,2024.6,35.224,963.47,0.028679,1920.9,-32147,0.96738,0.96223,20.178,16.297,0.96305,0.95935,21.477,17.864,0.91072,0.9018,33.384,26.28
org_den_1.1Ado_d158_m139,Organic food consumption,Denmark,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,0.13135,0.099362,95.527,2024.1,33.456,5535.8,0.0024516,1882.9,-1.9109e+05,0.97288,0.96859,109.39,87.67,0.96824,0.96507,118.37,96.498,0.91003,0.90103,199.24,159.42
org_den_1.1Ado_d159_m29,Organic food consumption,Denmark,1.1,Adoption over time,Organic retail sales share [%],%,b2,0.13793,0.068176,0.56579,2014.6,31.861,17.904,10.454,2017.7,-1130.9,0.95885,0.95062,0.6422,0.57774,0.93673,0.92882,0.7963,0.64642,0.95821,0.95298,0.64719,0.55014
org_den_2.5Var_d154_m1,Organic food consumption,Denmark,2.5,Variety (Choice Availability),Organic importers,#,b2,1.0771,0.0099173,1.6107,2003.8,4.0799,144.4,5.918,1707.6,-3118.9,0.36155,0.26074,55.149,48.96,0.017717,-0.080511,68.406,60.459,0.023962,-0.073642,68.188,60.72
org_den_2.5Var_d156_m1,Organic food consumption,Denmark,2.5,Variety (Choice Availability),Organic processors,#,b2,,,0,,,,,,1162,,,,,,,,,,,0,0
org_den_2.5Var_d157_m1,Organic food consumption,Denmark,2.5,Variety (Choice Availability),Organic producers,#,b2,0.012108,0.012107,34.546,2777.3,362.93,3.4903e+07,18.762,1585.1,-66203,0.18783,0.059588,510,464.22,0.18783,0.10661,510,464.22,0.16397,0.080368,517.44,474.22
org_den_4.5Inf_d152_m128,Organic food consumption,Denmark,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,0.040098,0.040097,6709.1,2299.4,109.59,1.9447e+10,0.20692,1669.3,-1.33e+07,0.74277,0.70216,27994,25008,0.74277,0.71705,27994,25008,0.65009,0.6151,32650,30206
org_den_4.5Inf_d153_m29,Organic food consumption,Denmark,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,0.040606,0.040606,0.25748,2296,108.22,7.4112e+05,5.6934,2005.9,-510.51,0.74797,0.70818,1.0603,0.94423,0.74797,0.72277,1.0603,0.94423,0.65397,0.61936,1.2424,1.1464
org_glo_3.5Mar_d127_m8,organic food consumption,Global,3.5,Market Formation,NewStartups,# companies,b2,0.15706,0.033403,1.027,2001.2,27.98,47.234,2.7183,1937.1,-2030.6,0.47676,0.43847,15,10.86,0.35639,0.32575,16.636,11.526,0.4137,0.38578,15.879,10.694
org_glo_3.5Mar_d166_m11,organic food consumption,Global,3.5,Market Formation,PrivateEquityDeals,# deals,b2,0.49088,0.098429,2.2888,2013.7,8.9522,98.583,1.0701,1976.3,-4557.6,0.89292,0.88508,12.426,5.3326,0.75704,0.74547,18.716,11.906,0.61282,0.59438,23.627,19.775
org_glo_3.5Mar_d170_m28,organic food consumption,Global,3.5,Market Formation,PrivateEquityInvestment,$ million,b2,80.516,0.083811,12.29,2011,0.054579,439.45,0.094749,1920.1,-24466,0.53777,0.50395,178.54,85.286,0.40541,0.37709,202.49,121.36,0.36942,0.3394,208.53,139.27
org_glo_3.5Mar_d196_m28,organic food consumption,Global,3.5,Market Formation,TotalFundraisingAmount,$ million,b2,0.40193,0.060429,99.713,2008.1,10.933,3529.1,0.078831,1844.6,-1.9834e+05,0.34796,0.30025,2027.4,922.27,0.23685,0.20051,2193.4,1181.5,0.26602,0.23107,2151,1185.8
org_glo_3.5Mar_d200_m11,organic food consumption,Global,3.5,Market Formation,TotalFundraisingDeals,# deals,b2,0.3863,0.08772,4.1345,2012.7,11.376,172.84,0.29765,1949.7,-8229.2,0.88237,0.87376,22.599,10.415,0.76781,0.75675,31.751,19.811,0.66408,0.64809,38.19,32.04
org_glo_3.5Mar_d73_m125,organic food consumption,Global,3.5,Market Formation,CumulativeStartups,cum. # companies,b2,0.10511,0.069646,26.913,2019.8,41.807,2032.4,0.073234,1883.1,-53466,0.99182,0.99122,33.436,27.368,0.98034,0.9794,51.828,36.726,0.89424,0.8892,120.2,105.71
org_jap_1.1Ado_d155_m151,Organic food consumption,Japan,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,0.11909,0.04534,0.45738,2012.1,36.9,16.703,8.947,2013.5,-911.91,0.36215,0.17079,2.4583,1.4302,0.35449,0.23712,2.473,1.3466,0.35882,0.24224,2.4647,1.3999
org_jap_1.1Ado_d158_m139,Organic food consumption,Japan,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,0.096669,0.053216,58.507,2017.1,45.459,2537.7,0.078757,1835.5,-1.1674e+05,0.8646,0.83335,113.23,98.056,0.85833,0.83809,115.82,100.24,0.8676,0.84869,111.97,95.543
org_jap_1.1Ado_d159_m29,Organic food consumption,Japan,1.1,Adoption over time,Organic retail sales share [%],%,b2,2.418,0.021426,0.026198,2009.2,1.8174,1.1088,1.4166,2029.6,-51.752,0.26285,0.041709,0.29231,0.21172,0.082762,-0.084008,0.32607,0.21664,0.096216,-0.068109,0.32367,0.21581
org_jap_2.5Var_d154_m1,Organic food consumption,Japan,2.5,Variety (Choice Availability),Organic importers,#,b2,0.06321,0.061828,12.831,2076.1,69.521,10227,0.14158,1896.9,-25636,0.87536,0.8442,22.568,17.195,0.87536,0.85618,22.568,17.2,0.85613,0.834,24.246,19.168
org_jap_2.5Var_d156_m1,Organic food consumption,Japan,2.5,Variety (Choice Availability),Organic processors,#,b2,0.077225,0.076676,162.52,2080.3,56.904,3.3147e+05,0.0022842,1835.7,-3.2521e+05,0.80931,0.76164,368.57,313.08,0.80931,0.77998,368.57,313.16,0.78781,0.75517,388.8,316.55
org_jap_2.5Var_d157_m1,Organic food consumption,Japan,2.5,Variety (Choice Availability),Organic producers,#,b2,0.010488,0.010481,28.755,2703.8,418.99,4.3329e+06,28.56,1566.1,-54785,0.031392,-0.19213,835,785.6,0.031395,-0.10698,835,785.57,0.027568,-0.11135,836.65,789.57
org_jap_4.5Inf_d152_m128,Organic food consumption,Japan,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,0.002001,0.001902,19.805,3456.6,2196.2,2.0899e+05,460.45,343.62,-28851,0.00048739,-0.15733,6097.8,3687,0.0004889,-0.099462,6097.8,3687.1,0.00046392,-0.09949,6097.9,3688.8
org_jap_4.5Inf_d153_m29,Organic food consumption,Japan,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,-0.008445,0.00077126,-0.0021739,1365.2,-520.36,62.217,1555.4,1.5745e+05,4.6374,0.0086933,-0.14783,0.15618,0.093241,-2.8679,-3.2547,0.30851,0.26565,0.0084504,-0.090705,0.1562,0.09327
org_swi_1.1Ado_d155_m151,Organic food consumption,Switzerland,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,0.086049,0.086046,16.496,2133.8,51.069,6.8669e+06,0.041018,1913.8,-32966,0.98626,0.98409,13.416,10.758,0.98626,0.98489,13.416,10.757,0.91397,0.90537,33.57,29.478
org_swi_1.1Ado_d158_m139,Organic food consumption,Switzerland,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,0.098236,0.097071,149.82,2060.6,44.734,1.8138e+05,0.00044457,1857,-2.9959e+05,0.98943,0.98776,107.51,86.827,0.98942,0.98836,107.54,86.366,0.9036,0.89396,324.59,285.78
org_swi_1.1Ado_d159_m29,Organic food consumption,Switzerland,1.1,Adoption over time,Organic retail sales share [%],%,b2,0.098497,0.062113,0.45535,2020.5,44.615,21.576,12.244,2022.4,-909.44,0.99091,0.98896,0.23151,0.18249,0.98448,0.98241,0.30244,0.22639,0.98192,0.97951,0.32646,0.27478
org_swi_2.5Var_d154_m1,Organic food consumption,Switzerland,2.5,Variety (Choice Availability),Organic importers,#,b2,0.047315,0.047311,22.679,2216,92.876,5.8246e+06,0.2332,1856,-45265,0.33302,-0.33397,67.023,60.11,0.33302,-0.0004719,67.023,60.112,0.30547,-0.041801,68.393,60.673
org_swi_2.5Var_d156_m1,Organic food consumption,Switzerland,2.5,Variety (Choice Availability),Organic processors,#,b2,0.025152,0.025144,33.107,2339,174.71,4.151e+06,0.12495,1650.3,-65514,0.72173,0.44346,41.302,34.259,0.72173,0.5826,41.302,34.259,0.71521,0.57282,41.783,34.673
org_swi_2.5Var_d157_m1,Organic food consumption,Switzerland,2.5,Variety (Choice Availability),Organic producers,#,b2,0.013922,0.013921,85.318,2665.3,315.64,5.7001e+07,7.0115,1522.4,-1.6525e+05,0.6555,0.60111,416.81,382.27,0.6555,0.62105,416.81,382.27,0.6351,0.59861,428.98,394.78
org_swi_4.5Inf_d152_m128,Organic food consumption,Switzerland,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,0.031766,0.031766,3984.3,2363.4,138.34,9.2636e+09,1.1235,1644.6,-7.8819e+06,0.9203,0.90771,7928.3,7246.1,0.9203,0.91233,7928.3,7246.1,0.88568,0.87425,9495.2,8727.9
org_swi_4.5Inf_d153_m29,Organic food consumption,Switzerland,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,0.03312,0.033119,0.39447,2340.9,132.68,6.7159e+05,7.1294,1995.1,-780.88,0.9295,0.91837,0.73444,0.67034,0.9295,0.92245,0.73444,0.67033,0.89483,0.88431,0.89704,0.82371
org_uki_1.1Ado_d155_m151,Organic food consumption,UK,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,0.028414,0.028404,0.99396,2294,154.66,1.0684e+05,3.0965,1926.2,-1963.8,0.58117,0.51504,5.5932,4.6247,0.58117,0.53929,5.5932,4.6248,0.58199,0.54019,5.5877,4.6697
org_uki_1.1Ado_d158_m139,Organic food consumption,UK,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,0.033784,0.033779,75.903,2271.2,130.07,1.4495e+07,0.29542,1747,-1.5038e+05,0.61654,0.55599,397.29,316.04,0.61654,0.57819,397.29,316.03,0.61586,0.57744,397.64,326.51
org_uki_1.1Ado_d159_m29,Organic food consumption,UK,1.1,Adoption over time,Organic retail sales share [%],%,b2,0.31769,0.0076931,0.073333,2012,13.832,1.9528,1553.8,1.5764e+05,-146.34,0.92133,0.87413,0.057345,0.045081,-64.69,-86.587,1.6571,1.6444,0.85765,0.8102,0.07714,0.064198
org_uki_2.5Var_d154_m1,Organic food consumption,UK,2.5,Variety (Choice Availability),Organic importers,#,b2,0.016097,0.016089,2.0504,2490.2,273,3.3337e+05,5.6008,1807.2,-3973.2,0.0181,-0.16601,95.286,75.842,0.018101,-0.097416,95.286,75.843,0.015117,-0.10075,95.431,77.052
org_uki_2.5Var_d156_m1,Organic food consumption,UK,2.5,Variety (Choice Availability),Organic processors,#,b2,0.17005,0.018088,44.722,1998.8,25.842,2732.8,6.0514,1682.2,-87608,0.61965,0.55253,225.19,182.41,0.52807,0.47564,250.84,198.07,0.55005,0.50005,244.93,192.08
